MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
VR071	7	(b) Possible conflict of VFR traffic exists in and around the area of HydeCo Airport (N35-33.7 W75-57.3) located approximately 3 NM southwest of Point A.(10) Users must make the 10 minute entry block times or reschedule.	200010
VR071	8	FSS's Within 100 NM Radius: RDU	200010
VR073	1	TERRAIN FOLLOWING OPERATIONS: Authorized for entire route. ROUTE WIDTH - 5 NM either side of centerline from A to G; 2 NM left and one-halfNM right of centerline from G to H; 5 NM either side of centerline from H to L.	200010
VR073	2	Special Operating Procedures:                                                   (1) Transit R-5314J below 1000' AGL scheduled for Dare Co. operations and cleared	200010
VR073	3	by the Range Control Officer. Do not enter R-5313 unless scheduled. Aircraft requesting R-5306A shall contact Trojan 362.8 giving call sign, mission number, area and altitude requested. (Note: Altitude approval into R-5306A does not consti	200010
VR073	4	tute clearance on the targets). Scheduled aircraft contact Cherry Targets (BT-9 337.0) (BT-11 324.9). (2) Avoid towns and populated areas by 1 NM or overfly 1000' AGL; avoid airports	200010
VR073	5	by 3 NM or overfly 1500' AGL. Over sparsely populated areas, aircraft may not be operated closer than 500' to any person, vessel, vehicle or structure. (3) Avoid Mattamuskeet, Pungo and Swanquarter National Wildlife Refuges by 5 NM	200010
VR073	6	or overfly above 8000' MSL as permitted by route structure. (4) Minimum altitude 1000' AGL over outer banks. (5) Contact 4 OSS/OSOSF DSN 488-6565/6561 for route briefing of noise sensitive	200010
VR073	7	areas. (6) Tie-in FSS: Raleigh-Durham (RDU) 255.4. (7) Alternate Entry Points: B, C, E, F, G, I, J and K.	200010
VR073	8	(8) Alternate Exit Points: F, G, I and J.  (9) CAUTION:	200010
VR073	9	(a) A-B: Maintain at or above 1000' AGL until 5 NM past A. (b) C-D: Avoid towns of Seaboard, Jackson and Rick Square. Avoid Scotland Neck Airport by 1500' or 3 NM. 250' tower at N36-25.0 W77-26.0.                     (c	200010
VR073	10	) D-E: Avoid towns of Lewiston and Windsor.                                   (d) E-F: 412' AGL Tower, charted, no lights, stripes at N36-05.0 W76-45.9; 200' Tower at N36-00.0 W76-42.0; avoid town of Roper. Exercise caution for aircraft fly	200010
VR073	11	ing approaches into Edenton Airport: 250' grain elevator north of Phelps Lake atN35-48.8 W76-30.6. If entering R-5314, avoid town of Gumneck by 1500' or 1.5 NM; Congressional noise sensitive area, Phelps Lake Dock (N35-47.2 W76-24.3) avoid	200010
VR073	12	over-flight by 2 NM or 1000'.                                           (e) F-G: Minimum altitude for this leg is 1000' AGL; 300' Tower east of Leechville, N35-34.5 W76-28.0.                                                        (f) H-I:	200010
VR073	13	Do not enter Pamlico B MOA unless scheduled (above 8000' MSL).         (g) J-K: 350' Tower N35-36.7 W75-27.5.                                        (h) K-L: 350' AGL and 210' AGL Towers located at N35-41.0 W75-29.2; environmentally sensiti	200010
VR073	14	ve area at N35-42.3 W75-31.4, avoid by 1.5 NM and 1000'. (i) Bird activity all legs.                                                     (j) Numerous lo	200010
VR073	15	w levels cross and join this route.                              (10) Users mustmake the 10 minute entry block times or reschedule.             (11) The following environmentally sensitive area (Eagle Nest) should be avoided by 500' vertic	200010
VR073	16	ally or 1000' horizontally unless operationally necessary: (N35-55.7 W76-41.2). (12) Mission permitting, aircrews should fly within 2 NM of Point E to avoid environmentally sens	200010
VR073	17	itive areas (woodpecker concentrations) near route corridor boundaries. FSS's Within 100 NMRadius: RDU	200010
VR083	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures:	200210
VR083	2	(1) Alternate Entry Points: C, E and F. (2) Alternate Exit Points: C, E and F. (3) CAUTION: Deconflict VR-1043, VR-1046 (DSN 582-4040); VR-1069 (DSN 583-8231);	200210
VR083	3	VR-042 and VR-043 (DSN 433-1228). (4) VR-087 crosses right to left Point A to B (deconflict 20 OSS/OSOS); VR-085/086 same direction Point B to C, VR-096 crosses right to left between Point D and	200210
VR083	4	E then left to right between Point E and F, VR-1061 same route from Point E to H (deconflict 4 OSS/OSOSF). (5) Route users deconflict Farmville MOA with OSS/OSO, DSN 574-2483/2559. Deconf	200210
VR083	5	liction is needed when route are used between 0800-1700 hrs local, Mon-Fri. Makecall in the blind on UHF frequency 377.1 when transiting Farmville MOA airspace.	200210
VR083	6	(6) Congressional Noise Sensitive Area: White Plains, VA N36-38.7 W77-57.4; avoid by 1 NM. (7) Three Noise Sensitive Areas:	200210
VR083	7	(a) Horse training stable N34-40.0 W78-45.0; avoid by 1000' AGL/1 NM; (b) N36-32.6 W78-01.7, avoid by 1000' AGL/1 NM; (c) N34-52.5 W78-39.6, avoid by 1500' AGL/1 NM.	200210
VR083	8	(8) CAUTION: TV Tower at N36-02.4 W78-03.7 1083' AGL (1280' MSL). (9) CAUTION: Two tower: (a) 300' AGL (600') N36-18.5 W79-56.6;	200210
VR083	9	(b) 460' AGL (850') N36-23.8 W78-04.8. (10) CAUTION: Tower 328' AGL 3 NM northeast of Point E N36-46.6 W77-51.8. (11) CAUTION: Tower cluster 410'-500' AGL 2 NM southeast of Point C N35-43.3 W78	200210
VR083	10	-04.0. (12) Private airstrips, avoid by 1500' AGL/3 NM: (a) Twin Towers private airstrip N36-45.7 W78-22.0;	200210
VR083	11	(b) 2,500' grass strip (N/S) N35-50.0 W78-04.4. (13) CAUTION: Four towers: (a) 250' AGL at N36-49.7 W78-52.0;	200210
VR083	12	(b) 350' AGL at N34-33.2 W78-46.1; (c) 200' AGL at N35-31.5 W78-06.4; (d) 300' AGL at N36-51.6 W79-21.0.	200210
VR083	13	(14) CAUTION: After Point B (8 NM north), be aware of the Fayettville Class C Airspace, which extends approximately 2 NM into the route from the west, 1400' MSLand above.	200210
VR083	14	(15) Make entry time plus or minus 5 minutes or reschedule. Unpublished towers found by route surveys 200' AGL and above are in this SOP. (16) CAUTION: Bird Activity: Landfill N35-55.7 W79-17.5.	200210
VR083	15	(17) AVOID uncharted airports by 1500' AGL/3 NM: (a) N34-17.7 W79-03.3 (Rwys 08/24 and 15/33); (b) N35-16.3 W78-26.4 (grass Rwy 01/19).	200210
VR083	16	(18) CAUTION: Unpublished Towers: (a) 400' AGL (600' MSL) N35-19.5 W78-26.3; (b) 1968' AGL (2208' MSL) N35-50.0 W78-08.5;	200210
VR083	17	(c) 200' AGL (700' MSL) N35-26.0 W78-24.7; (d) 200' AGL (700' MSL) N35-44.9 W78-08.8; (e) 200' AGL (700' MSL) N35-40.7 W78-04.0;	200210
VR083	18	(f) 250' AGL (700' MSL) N35-39.6 W78-06.6; (g) 200' AGL (700' MSL) N35-29.7 W78-12.4; (h) 200' AGL (700' MSL) N35-47.4 W78-06.0;	200210
VR083	19	(i) 200' AGL (700' MSL) N35-49.1 W78-09.9; (j) 200' AGL (800' MSL) N35-53.4 W78-11.1; (k) 200' AGL (800' MSL) N35-52.3 W78-00.3;	200210
VR083	20	(l) 200' AGL (800' MSL) N35-59.0 W77-58.5; (m) 200' AGL (800' MSL) N36-50.0 W78-44.2; (n) 200' AGL (800' MSL) N36-49.1 W78-44.2;	200210
VR083	21	(o) 200' AGL (1200' MSL) N36-48.7 W79-17.7; (p) 1200' MSL N35-53.2 W78-11.1; (q) 200' AGL N35-33.4 W78-12.3;	200210
VR083	22	(r) 200' AGL N35-36.6 W78-07.1; (s) 300' AGL N36-26.2 W77-56.8. FSS's Within 100 NM Radius: EKN, NTU, RDU	200210
VR084	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 2 NM left and 5 NM right of centerline from A to B; 5 NM either side of centerline from B to I.	200010
VR084	2	Special Operating Procedures: (1) Aircraft requesting R-5306A shall contact Trojan 362.8 giving call-sign, mission number, area and altitude requested. (Note: Altitude approval into R-5306A	200010
VR084	3	does not constitute clearance on the targets). Scheduled aircraft contact CherryTargets (BT-9 337.0) (BT-11 324.9). (2) Do not enter R-5314 unless scheduled for Dare Co. Range and cleared by the	200010
VR084	4	Range Officer. (3) Avoid towns and populated areas by 1 NM or overfly by 1000' AGL; Avoid airports by 3 NM or overfly by 1500' AGL. Over sparsely populated areas, aircraft m	200010
VR084	5	ay not by operated closer than 500' to any person, vessel, vehicle or structure.(4) Light aircraft along coast. Entire beach is considered noise sensitive. Maintain at or a	200010
VR084	6	bove 1000' AGL within 1 NM of coastal area.                          (5) Avoid Mattamuskeet, Pungo and Swanquarter National Wildlife Refuges by 5 NM. (6) Contact	200010
VR084	7	4 OSS/OSOSF DSN 488-6565/6561 for route briefing of additional noise sensitive areas.                                                               (7) Tie-in FSS: Raleigh-Durham (RDU) 255.4.                                     (8) Alterna	200010
VR084	8	te Entry Points: B, D and E.                                          (9) Alternate Exit Points: D, F, F1 and H.                                      (10) CAUTION:                                                                   (a) A-B: A	200010
VR084	9	void Figure 8 Island at Point B by 1 NM. Congressional Noise Area.          (b) B-C: Maintain 1000' minimum until 4 NM past highway US 17, Congressional Noise Sensitive Area at N34-22.0 W77-42.9, avoid by 1000' or 2 NM:                   (c	200010
VR084	10	) C-D: VR-1046 crosses from right at D. Avoid Maxwell Wildlife Refuge by 1.5 NM located at N35-02.0 W77-41.0. Avoid Pink Hill airport by 1500' or 3 NM located at N35-03.0 W77-44.0.                                                           (	200010
VR084	11	d) D-E: Avoid sawmill at E. Avoid town of Cove City.                           (e) E-F: Avoid over-flight of Streets Ferry Plant located at N35-12.0 W77-07.5 by1500' or 1.5 NM. Possible helicopter traffic entire leg. 200' tower at N35-20.0	200010
VR084	12	W77-05.0. CAUTION: Anderson's airport (private) N35-19.0 W77-10.5. Congressional Noise Sensitive area at N35-14.5 W77-12.5, avoid by 1000' and 1 NM. (	200010
VR084	13	f) F-G: Over-fly coastal areas 1000' minimum. Avoid over-flying town of Bath, located 4 NM south of O, by 1.5 NM. 200' tower at N35-25.7 W76-44.8.             (g) G-H: Minimum altitude during this leg is 1000' AGL. Exercise caution for VFR	200010
VR084	14	intensive student training area around Donald's airport. Stay south of the town of Pantego and you will be clear. Two 300' gray unlighted towers at N35-35.5 W76-29.0. Tower 200' at N35-30.8 W76-48.0;	200010
VR084	15	(h) H-I: Avoid town of Gumneck by 1500' or 1.5 NM. 300' gray unlighted tower at N35-43.0 W76-09.0. (	200010
VR084	16	i) F-F1: Over-fly coastal areas at 1000' AGL minimum. Mining operations 2 NM north of Aurora with 250' mining booms located at N35-20 W76-47.                  (j) Bird activity all legs.                                                     (	200010
VR084	17	k) Extensive helicopter activity at and below 500' between Aurora and Phelps Lake. Seasonal spraying and crop dusting could be in progress. Horizontally; (N37-07.5 W77-35.5) (N35-42.7 W76-13.8).	200010
VR084	18	(l) Mission permitting, on segment B-C remain on centerline or to left of centerline to avoid environmentally sensitive areas (multiple woodpecker concentrations); If flight is necessary right of centerline, aircrews should remain at/above	200010
VR084	19	500' AGL mission permitting. (m) Mission permitting, avoid the following environmentally sensitive areas (woodpecker nests) by 500' vertically or 1000' horizontally: (N37-07.5 W77-35.5),	200010
VR084	20	(N35-42.7 W76-13.8). (11) Users must make the 10 minute entry block times or reschedule. FSS's Within 100 NM Radius: RDU	200010
VR085	1	TERRAIN FOLLOWING OPERATIONS: Authorized from A to G. ROUTE WIDTH - 5 NM either side of centerline from A to E; 3 NM either side of centerline from E to H; 3 NM either side of centerline from E to E1.	200010
VR085	2	Special Operating Procedures: (1) Exit at E unless prior coordination has been made to enter R-5302 or R-5314.(2) Alternate Entry Point: C.	200010
VR085	3	(3) Alternate Exit Point: C, E and E1. (4) VR-086 same direction from A to C (deconflict with 4 OSS/OSOSF). (5) Caution: Student flying area Hwy 117 between Wilson and Goldsboro.	200010
VR085	4	(6) Caution: Multiple VR/IR routes cross from B to E. (7) Congressional noise sensitive areas: (a) Farm N35-41.0 W77-47.3.	200010
VR085	5	(b) Fountain, NC at N35-40.0 W77-38.3. Avoid both by 1500' AGL/1 NM. (8) Contact Oceana APP CON 279.2 for IFR pick-up and return H. (9) Avoid 2 congressional noise sensitive areas:	200010
VR085	6	(a) N35-54.0 W77-19.0, Avoid by 1000' AGL/1 NM; (b) Oak City, NC at N35-57.5 W77-18.5, Avoid by 1500' AGL/1 NM. (10) Caution: Tethered balloon intermittely deployed to 3000' AGL, Elizabeth Cit	200010
VR085	7	y, NC. N36-13.9 W76-02.2. (11) Avoid Goldsboro Wayne airport by 3 NM or 1500'AGL. (12) If exiting VR-085 at E and entering R-5314, avoid congressional noise sensi	200010
VR085	8	tive area at Phelps Lake Dock area, N35-47.2 W76-24.3, avoid by 1000' AGL/2 NM. (13) Maintain 1500' AGL until past the town of Freemont. (14) CAUTION: Powerline extends from N36-05.0 W76-59.0 to N36-02.0 W76-57.0 to N	200010
VR085	9	35-54.0 W76-52.0 to N35-51.0 W76-46.0. (15) CAUTION: Multiple towers 400' AGL, N35-51.3 W76-44.4. (16) CAUTION: Four towers:	200010
VR085	10	(a) 415' AGL (429') N35-59.4 W76-56.9; (b) 300' AGL (307') N35-59.3 W76-07.9; (c) 200' AGL (700') N35-29.7 W78-12.4;	200010
VR085	11	(d) 350' AGL (520') N35-33.1 W77-57.4. (17) Make entry times plus or minus 5 minutes or reschedule. Unpublished towers found by route surveys 200' AGL and above are listed in this SOP.	200010
VR085	12	(18) Congressional Noise Sensitive Areas: (a) N35-47.3 W77-33.3, avoid by 1500'/2 NM; (b) N35-48.2 W77-26.7, avoid by 2000'/2 NM.	200010
VR085	13	(19) Noise Sensitive Areas: (a) Farm at N35-40.3 W77-33.3, avoid by 1500'/1 NM; (b) School at N36-00.3 W76-57.2, avoid by 1500'/2 NM;	200010
VR085	14	(c) School at N36-03.1 W76-58.3, avoid by 1500'/2 NM. FSS's Within 100 NM Radius: NTU, RDU	200010
VR086	1	TERRAIN FOLLOWING OPERATIONS: This route is designated as containing terrain following segments from A to J. ROUTE WIDTH - 5 NM either side of centerline for entire route.	200011
VR086	2	Special Operating Procedures: (1) Alternate Entry: C, E, G. (2) Alternate Exit: C, E, G.	200011
VR086	3	(3) CAUTION: VR-085 same direction from Pt A to C. VR-096 crosses left to right Pt E to F. VR-1061 same direction from Pt G to J (deconflict with 4 OSS/OSOSF). (4) CAUTION: Student flying areas between Wilson and Goldsboro and from Roxboro,	200011
VR086	4	NC, until turning South past Pt G. (5) CAUTION: VR-1046 crosses left to right (deconflict DSN 582-4040). (6) CAUTION: VR-042 opposite direction Pt D to F (deconflict DSN 443-1228, extn	200011
VR086	5	116). (7) Avoid Goldsboro-Wayne Muni Airport by 3 NM or 1500' AGL. (8) Maintain 1500' AGL until past the town of Freemont.	200011
VR086	6	(9) Congressional noise sensitive areas: (a) Farm N35-41.0 W77-47.3 (b) Fountain, NC N35-40 W77-38.3	200011
VR086	7	(c) Avoid both by 1500' AGL/1 NM. (10) Avoid three congressional noise sensitive areas: (a) N35-54.0 W77-19.0, avoid by 1000' AGL/1 NM;	200011
VR086	8	(b) Oak City, NC, N35-57.5 W77-18.5, avoid by 1500' AGL/1 NM; (c) N35-47.3 W77-33.3, avoid by 1500' AGL/1 NM. (11) CAUTION:	200011
VR086	9	(a) Tower 200' AGL N35-46.4 W79-28.5; (b) Tower 200' AGL (520' MSL) N35-33.1 W77-57.4; (c) Tower 200' AGL (700' MSL) N35-29.7 W78-12.4.	200011
VR086	10	(12) CAUTION: Two towers 314' AGL: (a) N36-23.2 W78-57.2; (b) N36-18.2 78-56.6W.	200011
VR086	11	(13) CAUTION: Two towers: (a) 200' AGL N36-25.5 W78-33.5; (b) 358' AGL (708' MSL) N36-29.4 W83-47.9.	200011
VR086	12	(14) CAUTION: Three towers: (a) 314' AGL N36-01.2 W79-09.5; (b) 355' AGL (450') N36-06.9 W77-23.7;	200011
VR086	13	(c) 460' AGL (850') N36-23.8 W78-04.8. (15) Noise sensitive areas: (a) Farm N35-43.9 W79-18.0, Avoid by 1000' AGL/1 NM;	200011
VR086	14	(b) Ostrich Farm N35-43.9 W79-23.0; Avoid by 1000' AGL/1 NM; (c) Farm N35-40.3 W77-33.3, Avoid by 1000' AGL/1 NM. (16) Avoid: Two Ostrich Protection Areas:	200011
VR086	15	(a) N36-09.7 W77-22.5; (b) N36-08.2 W77-25.0. (c) Avoid these areas by 1000' AGL/1 NM.	200011
