NAV_IDENT	TYPE	CTRY	NAV_KEY_CD	STATE_PROV	NAME	ICAO	WAC	FREQ	USAGE_CD	CHAN	RCC	FREQ_PROT	POWER	NAV_RANGE	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	SLAVED_VAR	MAG_VAR	ELEV	DME_WGS_LAT	DME_WGS_DLAT	DME_WGS_LONG	DME_WGS_DLONG	DME_ELEV	ARPT_ICAO	OS	CYCLE_DATE
MKN	4	GR	1		MIKONOS	LG	0342	110000M	L	037X	HA	040/25	U	U	WGE	WGE	N37262496	37.440267	E025204016	25.344489		E003261 0106	00405					U	LGMK	I	200511
MKO	5	GR	1		MIKONOS	LG	0342	401000K	T		MH		U	25	WGE	WGE	N37261300	37.436944	E025204700	25.346389		E003261 0106	00405					U	LGMK	I	200509
MKO	5	US	1	40	MUSKOGEE	KZ	0407	306000K	T		MH		25	25	WGE	WGE	N35354135	35.594820	W095171388	-95.287188		E003372 0106	00528					U	MKO	I	200204
MKP	4	KS	1		MOKPO	RK	0387	111200M	B	049X	HA		U	U	WGE	WGE	N34453520	34.759778	E126224380	126.378833	W00701104	W006533 0106	00023					U	RKJM	I	200413
MKP	5	US	1	42	MCKEESPORT	KZ	0309	287000K	T		H		U	U	WGE	WGE	N40210265	40.350736	W079465258	-79.781272		W009083 0106	U					U	KAGC	I	200211
MKR	4	GR	1		MIKRA	LG	0322	110800M	T	045X	L	040/25	U	U	WGE	WGE	N40310741	40.518725	E022581128	22.969800		E003249 0106	00022					U	LGTS	I	200502
MKR	5	US	1	30	MILK RIVER	KG	0217	339000K	T		H		U	U	WGE	WGE	N48122837	48.207881	W106373416	-106.626156		E011363 0106	02293					U	KGGW	I	200204
MKS	1	MO	1		MEKNES	GM	0420	116300M	B		HA		U	U	MER	WGE	N33524100	33.878056	W005305500	-5.515278		W002367 0106	U					U		I	200205
MKS	4	ID	1		HASANUDDIN	WA	0984	114700M	B	094X	HA		U	U	WGE	WGE	S05021612	-5.037811	E119313428	119.526189	E00100798	E001388 0106	00078					U	WAAA	I	200310
MKS	5	US	1	45	MONCKS CORNER	KZ	0409	354000K	T		MH		25	U	WGE	WGE	N33112765	33.191014	W080020026	-80.033406		W007090 0106	00070					U	50J	I	200204
MKT	4	US	1	27	MANKATO	KZ	0266	110800M	L	045X	L		U	U	WGE	WGE	N44131168	44.219911	W093544453	-93.912371	E00700165	E001553 0106	01020					U	MKT	I	200204
MKT	5	BM	1		MEIKTILA	VY	0556	350000K	B		HH		U	75	WGE	WGE	N20560360	20.934333	E095544720	95.913111		W000434 0106	U					U	VYST	I	200307
MKT	5	EG	1		CAIRO	HE	0447	317000K	T		MH		25	U	WGE	WGE	N30023170	30.042139	E031163160	31.275444		E003198 0106	00260					U	HECA	I	200204
MKV	5	US	1	22	MARKSVILLE	KZ	0468	347000K	T		MH		U	U	WGE	WGE	N31054368	31.095466	W092042145	-92.072624		E001450 0106	00078					U	MKV	I	200204
ML	4	AS	1		MELBOURNE	YM	1469	114100M	B	088X	HA		U	U	WGE	WGE	S37393600	-37.660000	E144503100	144.841944	E01100798	E011313 0106	00412	S37393800	-37.660556	E144502600	144.840556	00412	YMML	I	200204
ML	5	CA	1		CHARLEVOIX	CZ	0263	392000K	B		H		U	U	WGE	WGE	N47372400	47.623333	W070192800	-70.324444		W017545 0106	U					U	CYML	I	200210
ML	5	DA	1		AARHUS	EK	0151	324000K	T		MH		U	20	WGE	WGE	N56190705	56.318625	E010273359	10.459331		E001109 0106	U					U	EKAH	I	200204
ML	5	GB	1		MOUILLA	FO	0936	263000K	B		H		50	U	MPO	WGE	S01465253	-1.781257	E011024453	11.045703		W003442 0106	U					U	FOGM	I	200507
ML	5	ID	1		MALANG	WA	0983	342000K	B		H		U	U	WGE	WGE	S07560249	-7.934025	E112424267	112.711853		E001256 0106	01726					U	WARA	I	200410
ML	5	IN	1		MANGALORE	VO	0682	357000K	B		HH		2500	U	WGE	WGE	N12574750	12.963194	E074533100	74.891944		W001511 0106	U					U	VOML	I	200511
ML	5	JA	1		MINAMI TORISHIMA	RJ	0504	343000K	B		H		1250	100	WGE	WGE	N24172700	24.290833	E153585900	153.983056		E000289 0106	00022					U	RJAM	I	200205
ML	5	KE	1		MALINDI	HK	0931	309000K	B		H		U	50	WGE	WGE	S03135205	-3.231125	E040055983	40.099953		W001031 0106	00073					U	HKML	I	200609
ML	5	MV	1		MALE	VR	0804	252000K	B		H		U	200	WGE	WGE	N04112570	4.190472	E073315202	73.531117		W003351 0106	00004					U	VRMM	I	200205
ML	5	RS	2		CHAPAEV	UN	0157	740000K	B		HH		U	80	U	WGE	N56150000	56.250000	E073570000	73.950000		E012183 0106	U					U		I	199813
ML	5	US	1	40	WAMPA	KZ	0407	344000K	T		MH		U	U	WGE	WGE	N34475205	34.797792	W095491447	-95.820686		E004002 0106	00739					U	KMLC	I	200204
ML	5	US	2	22	SABAR	KZ	0408	392000K	T		MH		U	U	WGE	WGE	N32271275	32.453542	W092061328	-92.103689		E001395 0106	U					U	KMLU	I	200506
ML	5	US	3	17	MOLLI	KZ	0308	215000K	L		MH		U	U	WGE	WGE	N41265662	41.449061	W090370650	-90.618472		W000292 0106	00578					U	KMLI	I	200204
ML	9	FR	1		MARSEILLE/PROVENCE	LF	0320		T	040X	HA		U	25	WGE	WGE	N43263932	43.444256	E005120780	5.202167		E000075 0106	U					U		I	200202
MLA	4	SP	1		MAELLA	LE	0319	112100M	B	058X	HA		750	35	WGE	WGE	N41074654	41.129594	E000095488	0.165244	W00200798	W001083 0106	01184	N41074689	41.129692	E000095560	0.165444	01184		I	200211
MLB	4	US	1	12	MELBOURNE	KZ	0466	110000M	L	037X	L		U	U	WGE	WGE	N28061902	28.105283	W080380722	-80.635339	W00200180	W005409 0106	00030					U	KMLB	I	200509
MLB	5	CO	1		MONTELIBANO	SK	0770	385000K	L		H		70	50	WGE	WGE	N08004400	8.012222	W075235200	-75.397778		W005197 0106	U					U	SKML	I	200308
MLC	2	US	1	40	MC ALESTER	KZ	0407	112000M	B	057X	L		U	U	WGE	WGE	N34505805	34.849458	W095465626	-95.782295	E00800165	E003586 0106	00820					U	KMLC	I	200204
MLD	3	UK	1		MILDENHALL	EG	0171		B	106X	HA	150/40	U	U	WGE	WGE	N52214806	52.363350	E000291777	0.488269	W00200295	W002107 0106	00063					U	EGUN	I	200209
MLD	4	KE	1		MALINDI	HK	0931	113300M	B	080X	HA		U	200	WGE	WGE	S03140073	-3.233536	E040060939	40.102608		W001032 0106	00080					U	HKML	I	200609
MLD	4	US	1	16	MALAD CITY	KZ	0305	117400M	B	121X	HA		U	U	WGE	WGE	N42115964	42.199900	W112270445	-112.451235	E01700165	E013199 0106	07330					U	U10	I	200204
MLE	4	MV	1		MALE	VR	0804	114700M	B	094X	HA		U	200	WGE	WGE	N04113621	4.193392	E073315042	73.530672	W00300798	W003351 0106	00022					U	VRMM	I	200204
MLE	5	US	1	31	MILLARD	KZ	0307	371000K	T		MH		U	U	WGE	WGE	N41114150	41.194861	W096065057	-96.114047		E003572 0106	01051					U	MLE	I	200204
MLF	2	US	1	49	MILFORD	KZ	0362	112100M	B	058X	HA		U	U	WGE	WGE	N38213728	38.360356	W113004764	-113.013233	E01600165	E012441 0106	04980					U	U52	I	200204
MLG	4	AR	1		MALARGUE	SA	1436	117200M	B	119X	HA		U	178	WGE	WGE	S35291000	-35.486111	W069344300	-69.578611	E00500798	E003364 0106	04665					U	SAMM	I	200205
MLG	4	SP	1		MALAGA	LE	0347	113550M	B	082Y	HA		U	U	WGE	WGE	N36404346	36.678739	W004302401	-4.506669		W002207 0106	00075	N36404309	36.678636	W004302442	-4.506783	00075	LEMG	I	200505
MLK	4	SU	1		MALAKAL	HS	0788	112700M	B	074X	HA		U	U	WGE	WGE	N09334740	9.563167	E031391141	31.653169		E001534 0106	01316					U	HSSM	I	200408
MLL	9	SP	1		MELILLA	GC	0421		T	121X	T		U	U	WGE	WGE	N35182662	35.307394	W002571952	-2.955422		W001510 0106	00381					U	GEML	I	200508
MLM	4	MX	1		MORELIA	MM	0643	114600M	B	093X	HA		50	U	WGE	WGE	N19503760	19.843778	W101021335	-101.037042	E00800397	E006419 0106	06033					U	MMMM	I	200503
MLN	4	FR	1		MELUN	LF	0230	113600M	B	083X	HA	040/25	25	50	WGE	WGE	N48272080	48.455778	E002484780	2.813278	W00200798	W000534 0106	00335					U	LFPM	I	200606
MLN	4	GR	1		MITILINI	LG	0342	109600M	T	033X	T	040/25	U	U	WGE	WGE	N39032667	39.057408	E026360196	26.600544		E003447 0106	00030					U	LGMT	I	200511
MLO	1	UY	1		MELO	SU	1433	114300M	B		HA		U	U	WGE	WGE	S32203280	-32.342444	W054131910	-54.221972		W011464 0106	00364					U	SUMO	I	200204
MLO	5	GR	1		MILOS	LG	0343	378000K	T		H		50	25	WGE	WGE	N36415400	36.698333	E024282200	24.472778		E003160 0106	00012					U		O	200509
MLP	4	US	1	16	MULLAN PASS	KZ	0268	117800M	B	125X	HA		U	U	WGE	WGE	N47272485	47.456903	W115384576	-115.646045	E02000165	E015479 0106	06100					U	S72	I	200204
MLS	2	US	1	30	MILES CITY	KZ	0267	112100M	B	058X	HA		U	U	WGE	WGE	N46225602	46.382228	W105571275	-105.953542	E01500165	E010558 0106	02640					U	KMLS	I	200413
MLS	3	GR	1		MILOS	LG	0343		B	125X	HA	150/50	U	U	EUR	WGE	N36422100	36.705833	E024314800	24.530000		E003164 0106	00434					U		I	200310
MLT	3	JA	1		MINAMI TORISHIMA	RJ	0504		B	023X	HA		100	100	WGE	WGE	N24174300	24.295278	E153590100	153.983611	E00001104	E000289 0106	00039					U	RJAM	I	200413
MLT	4	CH	1		DONGMULANTOU	ZG	0615	112700M	B	074X	HA		U	U	WGE	WGE	N20090600	20.151667	E110402400	110.673333		W001320 0306	00190					U	ZJHK	I	200605
MLT	4	US	1	23	MILLINOCKET	KZ	0262	117900M	B	126X	HA		U	U	WGE	WGE	N45351216	45.586711	W068305569	-68.515469	W02000188	W017457 0106	00550					U	MLT	I	200309
MLT	5	MT	1		MALTA	LM	0423	395000K	R		H		1000	999	WGE	WGE	N35485580	35.815500	E014314490	14.529139		E001524 0106	U					U	LMML	I	200512
MLU	2	US	1	22	MONROE	KZ	0408	117200M	L	119X	L		U	U	WGE	WGE	N32310082	32.516893	W092020968	-92.036021	E00300689	E001364 0106	00080					U	KMLU	I	200204
MLX	5	FR	1		MORLAIX	LF	0229	371000K	L		MH		U	U	WGE	WGE	N48384810	48.646694	W003454570	-3.762694		W003112 0106	U					U	LFRU	I	200410
MLY	1	AS	1		MALENY	YB	1340	115900M	B		HA		U	U	WGE	WGE	S26444100	-26.744722	E152454100	152.761389	E01101104	E010512 0106	U					U		I	200413
MLY	4	JM	1		MANLEY	MK	0647	115500M	B	102X	HA		U	U	WGE	WGE	N17554889	17.930247	W076463946	-76.777628	W00500797	W006144 0106	00010					U	MKJP	I	200412
MLZ	5	BR	1		MERLUZA	SB	1313	1645000K	L		H		U	100	WGE	WGE	S25160060	-25.266833	W045150960	-45.252667		W020127 0106	U					U		I	200403
MM	5	BM	2		MAWLAMYINE	VY	0677	330000K	B		H		U	50	WGE	WGE	N16262890	16.441361	E097392890	97.658028		W000434 0106	U					U	VYMM	I	200306
MM	5	CA	1		FORT MCMURRAY	CZ	0140	388000K	B		H		U	U	WGE	WGE	N56391400	56.653889	W111201000	-111.336111		E016369 0106	U					U	CYMM	I	200205
MM	5	FR	1		MONTCEAU-LES-MINES	LF	0253	317000K	L		MH		25	50	WGE	WGE	N46360510	46.601417	E004195300	4.331389		W000166 0106	U					U		I	200402
MM	5	IR	1		PARSABADE MOGHAN	OI	0339	338000K	L		MH		U	U	WGE	WGE	N39364500	39.612500	E047511700	47.854722		E005124 0306	00241					U	OITP	I	200604
MM	5	US	1	41	MINNE	KZ	0269	383000K	T		H		50	U	WGE	WGE	N45144607	45.246131	W123014705	-123.029736		E017017 0106	00159					U	KMMV	I	200204
MM	5	US	2	34	MOREE	KZ	0310	392000K	T		MH		U	U	WGE	WGE	N40524756	40.879877	W074200354	-74.334316		W013027 0106	U					U	KMMU	I	200204
MMD	1	FR	1		MONTMEDY	LF	0230	109400M	B		HA	060/50	25	50	WGE	WGE	N49232850	49.391250	E005072790	5.124417	W00100798	W000144 0106	01076					U		I	200606
MMI	5	US	1	47	MCMINN CO	KZ	0409	242000K	L		MH		25	U	WGE	WGE	N35234068	35.394633	W084334185	-84.561625		W004166 0106	00840					U	MMI	I	200204
MMJ	2	US	1	42	MONTOUR	KZ	0309	112000M	T	057X	L		U	U	WGE	WGE	N40291735	40.488153	W080113791	-80.193864	W00800400	W008519 0106	01200					U	KPIT	I	200205
MML	4	IN	1		MANGALORE	VO	0682	114200M	B	089X	HA		U	U	WGE	WGE	N12574060	12.961278	E074551790	74.921639	W00201104	W001512 0106	00334					U	VOML	I	200511
MML	4	US	1	27	MARSHALL	KZ	0266	111000M	T	047X	T		U	U	WGE	WGE	N44265435	44.448432	W095492918	-95.824772	E00500165	E003308 0106	01180					U	MML	I	200603
MMM	2	US	1	32	MORMON MESA	KZ	0363	114300M	B	090X	L		U	U	WGE	WGE	N36460940	36.769278	W114163889	-114.277469	E01600165	E012474 0106	02120					U	U08	I	200204
MMS	5	US	1	28	MARKS	KZ	0408	391000K	L		MH		U	U	WGE	WGE	N34135870	34.232972	W090172324	-90.289789		E000125 0106	00160					U	KPMU	O	200507
MMT	2	US	1	45	MC ENTIRE	KZ	0409	113200M	L	079X	T		25	25	WGE	WGE	N33552682	33.924117	W080480856	-80.802378	W00500195	W006458 0106	00249					U	MMT	I	200605
MMT	5	US	1	45	MC ENTIRE	KZ	0409	427000K	L		MH		25	U	WGE	WGE	N33560858	33.935717	W080475634	-80.798983		W006461 0106	00298					U	MMT	I	200605
MMV	4	IN	2		CHENNAI	VO	0681	112500M	B	072X	HA		U	U	WGE	WGE	N12593610	12.993361	E080101450	80.170694	W00201104	W001467 0106	00051					U	VOMM	I	200413
MMV	4	SF	1		MAFIKENG	FA	1300	112900M	B	076X	HA		50	100	WGE	WGE	S25493321	-25.825892	E025320619	25.535053		W016441 0106	04128					U	FAMM	I	200609
MMY	5	MA	1		MAROMAMY	FM	1173	267000K	B		H		100	U	TAN	WGE	S18482121	-18.805891	E049015445	49.031793		W015270 0106	U					U		I	200206
MMY	5	US	1	22	MANY	KZ	0468	272000K	T		MH		U	U	WGE	WGE	N31341667	31.571298	W093322964	-93.541566		E002405 0106	00324					U	3R4	I	200206
MN	5	BC	1		MAUN	FB	1177	350000K	B		H		50	250	WGE	WGE	S19584176	-19.978267	E023254469	23.429081		W009539 0106	03346					U	FBMN	I	200210
MN	5	CD	1		MOUNDOU	FT	0785	315000K	B		H		400	U	WGE	WGE	N08370400	8.617778	E016042100	16.072500		W000214 0106	01463					U	FTTD	I	200509
MN	5	CG	4		MBUJI MAYI	FZ	1029	392000K	B		H		100	U	ARF	WGE	S06061970	-6.105471	E023335318	23.564771		W001383 0106	U					U	FZEA	I	200402
MN	5	ID	1		MUNA	WA	0984	348000K	B		H		U	U	WGE	WGE	S04480000	-4.800000	E122360000	122.600000		E001459 0806	00014					U	WAWR	I	200610
MN	5	IV	1		MAN	DI	0817	366000K	T		MH		25	U	LIB	WGE	N07160038	7.266773	W007345910	-7.583082		W006412 0106	U					U	DIMN	I	200510
MN	5	KG	1		BISHKEK	UA	0328	975000K	B		H		U	U	U	WGE	N43030600	43.051667	E074241800	74.405000		E005005 0106	U					U	UAFM	I	200204
MN	5	RS	1		MANYCHSKY	UR	0249	705000K	T		HH		U	80	U	WGE	N47030000	47.050000	E040220000	40.366667		E006577 0106	U					U		I	200313
MN	5	RS	2		MENDELEYEVO	US	0155	940000K	B		HH		U	80	U	WGE	N58100000	58.166667	E054584200	54.978333		E014313 0106	U					U		I	199813
MN	5	SP	1		MENORCA	LE	0345	344000K	L		H		U	60	WGE	WGE	N39501134	39.836483	E004124783	4.213286		W000013 0106	00297					U	LEMH	I	200302
MNA	4	AG	1		EL GOLEA	DA	0452	112100M	B	058X	HA	200/40	U	U	WGE	WGE	N30333100	30.558611	E002514200	2.861667	W00400798	W000247 0606	01306					U	DAUE	I	200607
MNA	4	NI	1		MINNA	DN	0783	115100M	B	098X	HA		U	U	WGE	WGE	N09383542	9.643172	E006265901	6.449725		W002059 0106	00834					U	DNKA	I	200510
MNC	5	US	1	53	MASON CO	KZ	0269	348000K	L		MH		U	U	WGE	WGE	N47145320	47.248111	W123051090	-123.086361		E017419 0106	00210					U	SHN	I	200204
MND	5	US	1	02	MENDENHALL	PA	0138	332000K	L		H		U	U	WGE	WGE	N58213196	58.358878	W134380059	-134.633497		E022553 0106	U					U		I	200513
MND	9	GM	1		MANNHEIM	ED	0231		T	082Y	T	015/10	U	U	WGE	WGE	N49281430	49.470639	E008305753	8.515981		E000468 0106	00351					U	EDFM	I	200304
MNE	5	AS	1		MOUNT KEITH	YM	1345	332000K	B		H		50	50	WGE	WGE	S27171300	-27.286944	E120325500	120.548611		E001283 0106	U					U	YMNE	I	200204
MNE	5	GM	1		MUNCHEN	ED	0231	369000K	T		MH		25	25	WGE	WGE	N48211945	48.355403	E011403352	11.675978		E001401 0106	U					U	EDDM	I	200304
MNE	5	US	1	22	MINDEN	KZ	0408	201000K	T		MH		U	U	WGE	WGE	N32382702	32.640839	W093180762	-93.302117		E002270 0106	00290					U	F24	I	200406
MNF	5	SP	1		MORON	LE	0347	428000K	L		H		100	40	WGE	WGE	N37174050	37.294583	W005334370	-5.562139		W002420 0106	U					U	LEMO	I	200204
MNF	5	US	1	29	MOUNTAIN VIEW	KZ	0359	365000K	T		MH		U	U	WGE	WGE	N36593822	36.993950	W091424551	-91.712642		E000576 0106	01165					U	MNF	I	200204
MNG	1	AS	1		MANGALORE	YM	1470	113200M	B		HA		U	U	WGE	WGE	S36531000	-36.886111	E145113900	145.194167	E01101104	E011253 0106	00467					U	YMNG	I	200511
MNG	5	AS	1		MANGALORE	YM	1470	254000K	B		H		U	65	WGE	WGE	S36535000	-36.897222	E145105200	145.181111		E011252 0106	U					U	YMNG	I	200511
MNI	3	TU	1		MERZIFON	LT	0324		B	030X	T		25	25	WGE	WGE	N40500808	40.835578	E035322297	35.539714		E004562 0106	01783					U	LTAP	I	200313
MNI	5	US	1	45	MANNING	KZ	0409	381000K	T		MH		25	U	WGE	WGE	N33351760	33.588222	W080122228	-80.206189		W007069 0106	00099					U	MNI	O	200204
MNL	3	IT	1		AMENDOLA	LI	0321		B	099Y	L	040/25	25	40	WGE	WGE	N41321643	41.537897	E015423593	15.709981		E002209 0106	00185					U	LIBA	I	200506
MNL	5	US	1	02	MINERAL CREEK	PA	0117	524000K	L		MH		U	U	WGE	WGE	N61072720	61.124222	W146210800	-146.352222		E021334 0106	00016					U	PAVD	I	200204
MNM	4	US	1	26	MENOMINEE	KZ	0265	109600M	L	033X	L		U	U	WGE	WGE	N45104853	45.180147	W087384989	-87.647192	E00000188	W003535 0106	00650					U	MNM	I	200204
MNN	5	US	1	39	MARION	KZ	0309	201000K	T		MH		25	U	WGE	WGE	N40370195	40.617208	W083041224	-83.070067		W006380 0106	00991					U	MNN	I	200204
MNO	4	ID	1		MANADO	WA	0863	114200M	B	089X	HA		U	U	WGE	WGE	N01331866	1.555183	E124554025	124.927847	E00200798	E001059 0106	00270					U	WAMM	I	200204
MNR	4	HU	1		MONOR	LH	0251	112500M	B	072X	HA		U	100	WGE	WGE	N47200498	47.334717	E019241965	19.405458	E00300798	E003252 0106	00453					U	LHBP	I	200503
MNR	5	HU	1		MONOR	LH	0251	288000K	L		HH		U	60	WGE	WGE	N47201613	47.337814	E019235917	19.399769		E003252 0106	U					U	LHBP	I	200503
MNS	4	BO	1		MINSK-2	UM	0168	113600M	B	083X	HA		U	U	U	WGE	N53530600	53.885000	E028011800	28.021667	E00600905	E006305 0106	00692					U	UMMS	I	200609
MNS	4	KG	3		BISHKEK	UA	0328	113400M	B	081X	HA		U	U	U	WGE	N43040600	43.068333	E074311800	74.521667	E00500798	E004599 0106	02051					U	UAFM	I	200413
MNT	5	ML	1		MANANTALI	GO	0696	239000K	B		H		U	U	ADI	WGE	N13150260	13.250722	W010310150	-10.517082		W006157 0106	U					U	GA46	I	200405
MNV	4	BC	1		MAUN	FB	1177	112700M	B	074X	HA		50	100	WGE	WGE	S19592534	-19.990372	E023231972	23.388811	W01000798	W009547 0106	03100					U	FBMN	I	200210
MNV	4	EC	1		MANTA	SE	0951	113900M	B	086X	HA		U	U	WGE	WGE	S00560500	-0.934722	W080394300	-80.661944	E00100798	W000072 0106	00058					U	SEMT	I	200409
MNV	5	US	1	47	MADISONVILLE	KZ	0409	361000K	L		MH		25	U	WGE	WGE	N35324226	35.545072	W084225882	-84.383006		W004265 0106	01005					U	MNV	I	200504
MNW	5	GM	1		MUNCHEN	ED	0231	338000K	T		MH		25	25	WGE	WGE	N48222736	48.374267	E011545091	11.914142		E001437 0106	U					U	EDDM	I	200304
MNZ	5	US	2	48	HAMILTON	KZ	0469	251000K	T		MH		25	U	WGE	WGE	N31371256	31.620156	W098085112	-98.147533		E005274 0106	01268					U	MNZ	I	200204
MO	5	AJ	2		KHANLAR	UB	0325	1359000K	B		H		U	200	U	WGE	N40370000	40.616667	E046200000	46.333333		E005278 0106	U					U		I	200307
MO	5	AO	1		NAMIBE	FN	1150	358000K	B		H		U	75	WGE	WGE	S15153983	-15.261064	E012083872	12.144089		W009316 0106	U					U	FNMO	I	200407
MO	5	CA	1		MOOSONEE	CZ	0220	224000K	B		H		U	U	WGE	WGE	N51165634	51.282317	W080374048	-80.627911		W012538 0106	U					U	CYMO	I	200204
MO	5	CI	1		TRAPEN	SC	1538	325000K	T		H		U	U	WGE	WGE	S41313000	-41.525000	W073054900	-73.096944		E009499 0106	U					U	SCTE	I	200205
MO	5	FP	1		MOOREA	NT	1208	377500K	T		H		U	100	WGE	WGE	S17284200	-17.478333	W149462800	-149.774444		E012434 0106	00010					U	NTTM	I	200205
MO	5	ID	1		MUKO MUKO	WI	0921	249000K	B		H		U	U	WGE	WGE	S02330000	-2.550000	E101060000	101.100000		W000123 0806	00016					U	WIPU	I	200610
MO	5	KE	2		MOMBASA	HK	1031	267000K	B		HH		U	200	WGE	WGE	S04015883	-4.033008	E039365475	39.615208		W001139 0706	00169					U	HKMO	I	200609
MO	5	KZ	1		ASTANA	UA	0238	318000K	B		H		50	U	WGE	WGE	N50590300	50.984167	E071242800	71.407778		E009193 0106	U					U	UACC	I	200208
MO	5	LI	1		MONROVIA ROBERTS	GL	0818	372000K	B		H		50	U	LIB	WGE	N06143434	6.242871	W010211180	-10.353279		W008058 0106	00031					U	GLRB	I	200204
MO	5	ML	1		MOPTI/AMBODEDJO	DR	0695	395000K	T		H		50	U	WGE	WGE	N14303960	14.511000	W004051640	-4.087889		W003480 0106	U					U		I	200302
MO	5	UP	1		MOHYLIV PODILSKYI	UK	0233	406000K	T		HH		U	U	PUK	WGE	N48264092	48.444699	E027501177	27.836603		E005179 0306	U					U		I	200605
MO	5	US	1	01	WISLE	KZ	0467	248000K	L		H		U	25	WGE	WGE	N30453831	30.760642	W088181009	-88.302803		W000470 0106	U					U	KMOB	I	200305
MO	5	US	2	06	WOWAR	KZ	0363	367000K	T		MH		25	25	WGE	WGE	N37342306	37.573072	W120511844	-120.855122		E014270 0106	00115					U	KMOD	I	200204
MO	5	UY	1		MELO	SU	1433	274000K	L		MH		U	54	WGE	WGE	S32202420	-32.340056	W054132600	-54.223889		W011464 0106	U					U	SUMO	I	200605
MO	7	NZ	1		MANAPOURI	NZ	1570	346000K	B	125X	MH		25	40	WGE	WGE	S45294899	-45.496942	E167430596	167.718322		E024001 0106	00687					U	NZMO	I	200603
MOB	3	HU	1		TASZAR	LH	0252		B	089X	T		U	U	WGE	WGE	N46234914	46.396983	E017551014	17.919483	E00200195	E003023 0106	00526					U	LHTA	I	200204
MOD	4	US	1	06	MODESTO	KZ	0363	114600M	B	093X	HA		U	U	WGE	WGE	N37373845	37.627347	W120572821	-120.957836	E01700165	E014289 0106	00090					U	KMOD	I	200204
MOD	9	GM	1		MUNSTER	ED	0170		T	087Y	T	025/10	U	25	WGE	WGE	N52081669	52.137969	E007411407	7.687242		E000235 0106	00207					U	EDDG	I	200212
MOE	4	JA	1		OYAMA	RJ	0389	108650M	B	023Y	HA		200	100	WGE	WGE	N34041575	34.071042	E139334064	139.561289	W00500798	W006233 0106	00063					U	RJTQ	I	200501
MOE	7	PP	1		MOMOTE	AY	0973	212000K	B	082X	HH		2000	110	WGE	WGE	S02034110	-2.061417	E147253456	147.426267		E005204 0106	00085					U	AYMO	I	200507
MOF	4	ID	1		MAUMERE	WA	1100	114500M	B	092X	HA		U	U	WGE	WGE	S08384449	-8.645692	E122143138	122.242050	E00201104	E002061 0106	00115					U	WATC	I	200413
MOG	5	AS	1		MOUNT MAGNET	YM	1351	395000K	B		H		U	85	WGE	WGE	S28035100	-28.064167	E117503700	117.843611		E000250 0106	U					U	YMOG	I	200204
MOG	5	US	1	06	MONTAGUE	KZ	0304	404000K	T		MH		25	25	WGE	WGE	N41433792	41.727199	W122285458	-122.481828		E015517 0106	02620					U	SIY	I	200204
MOI	5	VE	1		MORICHAL	SV	0772	300000K	L		H		100	25	WGE	WGE	N08491710	8.821417	W063053120	-63.092000		W013150 0306	U					U	SVNX	I	200605
MOJ	3	PO	1		MONTIJO	LP	0347		B	037X	HA	200/60	U	U	WGE	WGE	N38423150	38.708750	W009015960	-9.033222		W003567 0106	00066					U	LPMT	I	200205
MOJ	5	MJ	1		MOJKOVAC	LY	0322	308000K	B		MH		40	40	WGE	WGE	N42564070	42.944639	E019343190	19.575528		E003058 0106	U					U		I	200610
MOK	1	AG	1		BORDJ MOKHTAR	DA	0572	113000M	B		HA	200/17	U	200	WGE	WGE	N21225100	21.380833	E000570800	0.952222		W001288 0806	U					U		I	200610
MOK	5	AG	1		BORDJ MOKHTAR	DA	0572	304000K	B		H	200/17	U	170	WGE	WGE	N21222000	21.372222	E000551100	0.919722		W001293 0806	U					U		I	200610
MOL	4	US	1	51	MONTEBELLO	KZ	0358	115300M	B	100X	L		U	U	WGE	WGE	N37540189	37.900525	W079062480	-79.106889	W00500188	W008569 0106	03460					U	SHD	I	200204
MON	4	CI	1		PUERTO MONTT	SC	1538	115700M	B	104X	HA		U	U	WGE	WGE	S41254500	-41.429167	W073053100	-73.091944	E01100798	E009467 0106	00285					U	SCTE	I	200510
MON	4	TS	1		MONASTIR	DT	0422	113100M	B	078X	HA		50	U	WGE	WGE	N35451770	35.754917	E010445300	10.748056	W00020798	E001159 0106	00032					U	DTMB	I	200204
MON	4	US	2	05	MONTICELLO	KZ	0408	111600M	L	053X	L		U	U	WGE	WGE	N33334340	33.562055	W091425646	-91.715684	E00400180	E001177 0106	00280					U	0M0	I	200204
MON	5	MH	1		GERALDS	TT	0649	215000K	L		MH		U	U	WGE	WGE	N16473400	16.792778	W062113500	-62.193056		W014139 0106	00550					U	TRPG	I	200603
MOP	4	US	1	26	MT PLEASANT	KZ	0309	110600M	L	043X	L		U	U	WGE	WGE	N43372216	43.622822	W084441417	-84.737269	W00500188	W006039 0106	00752					U	MOP	I	200204
MOQ	5	US	1	13	MCINTOSH	KZ	0466	263000K	T		MH		U	U	WGE	WGE	N31494976	31.830489	W081303540	-81.509833		W005489 0106	U					U	LHW	I	200605
MOR	5	AS	1		MOREE	YB	1357	392000K	B		MH		U	45	WGE	WGE	S29295015	-29.497264	E149510561	149.851558		E010484 0106	U					U	YMOR	I	200511
