ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
UK72525	FUEL	1	EGQL	100LL, A1+	200011
UK72525	JASU	1	EGQL	E-1, E-11, E-12, E-15, E-17, A-4	200212
UK72525	LGT	1	EGQL	PAPI Rwy 27 GS 2.5 .	200212
UK72525	MISC	1	EGQL	Mil emerg diversion arpt.	200304
UK72525	NS ABTMT	1	EGQL	Sun, nml movements not permitted btn 0001-1200Z++. Reverse thrust not permitted unless opr nec btn 2200-0730Z++.	200212
UK72525	OIL	1	EGQL	O-123-128-149-156	199909
UK72525	OPR HOURS	1	EGQL	Opr 0700-1900Z++.	200508
UK72525	RSTD	1	EGQL	24 hr PPR thru OPS. All hot acft or dangerous cargo loads, inform ATC at 40 NM inbd or at initial ctc.	200212
UK72759	A-GEAR	1	EGUL	E5 cable in place dep end. Dur tkof and ldg both 2500' BAK-12 and dep end BAK-1 2 rigged for no ntc engagements.	199907
UK72759	CAUTION	1	EGUL	Two jet arpt tfc pat overlap. Portion of N Twy not vis fr twr. Few edge lgt on prk areas. Veh driving lanes adj S twy tfc. Acft security gates on S twy and N acft shelter loop are 83' wide, 15' tall. Use taxi lgt max bright for ngt opr. All	200609
UK72759	CAUTION	2	EGUL	aircrews ctc APP CON for status of EGD208 (Stanford trng area). Acft ldg Rwy 06with wingspan greater than 140' must back taxi for prk on Twy W and Twy H due to wing tip obst btn Twy H and Twy P.  Bird haz May-Sep. Weather observing site l	200609
UK72759	CAUTION	3	EGUL	imitations at the primary observation site include limited visual references beyond 5000 meters.  In addition, the tower blocks the 06 approach.  At the Alternate Observing Site (ASO), building 1394, the visibility is restricted to the sout	200609
UK72759	CAUTION	4	EGUL	h due to the close proximity of building 1220, the fuel barn, and to the north-northwest by building 1395.	200609
UK72759	FLUID	1	EGUL	De-Ice LPOX LOX	200011
UK72759	FUEL	1	EGUL	A1+	200011
UK72759	JASU	1	EGUL	1(MA-1A) 1(M32A-60A) 1(MD-3) 1(A/M32-86)	199909
UK72759	LGT	1	EGUL	ABn, red coded LK. O/R SS-SR. PAPI and ILS RPI Rwy 06 not coincident. PAPI Rwy 06 GS 2.5 . PAPI and PAR RPI Rwy 24 not coincident.	200305
UK72759	MISC	1	EGUL	Fst 1000' Rwy 24 and fst 500' Rwy 06 conc, middle 7500' porous friction sfc. No jet run up or 180  turns on porous friction sfc. All four eng acft shutdown/downspeed outboard eng on twy. VIP/PAX/CARGO acft ctc PTD, 20 min out if chg to prio	200607
UK72759	MISC	2	EGUL	r coord. All arr/dep file IFR FPL. RSRS applied, if unable advs ATC. Wx obsn durpubl opr hr, vis determined at 30' AGL. Stor of classified material is not avblat afld management, ctc  Comd Post DSN 226-4800/ C441638-52-4800. Obsn site lim	200607
UK72759	MISC	3	EGUL	itations at the prim obsn site incl ltd visual ref byd 5000M. Rwy 06 apch is blkd by twr. Ltd gnd handling eqpt coml PAX acft, EGUN 3NM SW has full coml PAX handling capability. Due to Fire Dept auth vehicles, B2, 747, C5 acft at perm sev r	200607
UK72759	MISC	4	EGUL	isk cat.  Parking spots 5A-5E tow on/off only.	200607
UK72759	NS ABTMT	1	EGUL	Mand quiet hr 2300-0600Z++ Mon-Thu, 1800Z++ Fri-0600Z++ Mon. Tran acft arr/dep Sat, Sun, UK and US hol btn 0900-1800Z++. All other arr/dep dur quiet hr rqr 48 FW/CC apvl.  Full stop ldg only dur quiet hr or H24 on Sat, Sun and US and UK hol	200412
UK72759	NS ABTMT	2	EGUL	. Avoid ovft of towns W and NE of afld. Aftburner max climb rqr 48 OG/CC apvl. No acft or gnd maint ops to be conducted dur mand quiet hr.  Acft rqr hldg dur publ quiet hr exp LIBERTY or GROWLER fix at hi alt.	200412
UK72759	OIL	1	EGUL	O-148	200011
UK72759	OPR HOURS	1	EGUL	Opr 0600-2200Z++ Mon-Thu; 0600-1800Z++ Fri;  clsd  Sat-Sun, UK and US hol.	200409
UK72759	RSTD	1	EGUL	PPR req, ctc AMOPS DSN 226-4186/2349 C44-1638-52-4186/2349. Fax 2316.  Acft executing lo apch, touch and go, go around or missed apch dur VMC shall maint 1000' or blw til passing dep end of rwy.	200410
UK72759	TFC PAT	1	EGUL	VFR overhead 1500. Use ctn when arr VFR to Rwy 06 due to close proximity and similar hdg of Rwy 11 at Mildenhall.	200307
UK72759	TRAN ALERT	1	EGUL	Svc avbl 0700-2200Z++ Mon-Thu; 0700-1800Z++ Fri;  exp 2-4 hr svc dly. Fleet svc avbl 24 hr PN, ctc DSN 238-2296.	200206
UK72875	CAUTION	1	EGOW	Bird haz. Lgt acft act SR-SS other than arpt hr.	199907
UK72875	FUEL	1	EGOW	100LL	200011
UK72875	JASU	1	EGOW	1(C1) 1(E1)	200213
UK72875	MISC	1	EGOW	Aprt status avbl from Warton App on 129.525, Blackpool App on 119.95, or Liverpool App on 119.85.	200313
UK72875	OIL	1	EGOW	O-123-128	200213
UK72875	OPR HOURS	1	EGOW	Opr 0800-1700Z++ Tue-Sun or SS +30 whichever earlier.	200413
UK72875	RSTD	1	EGOW	24 hr PPR. Rpt LDA for Rwy 08 is 2330'.	200309
UK77118	CSTMS/AG/IMG	1	EGFE	By arng.	200011
UK77118	FUEL	1	EGFE	(NC-100LL, A1)	199911
UK77118	LGT	1	EGFE	ABn green coded HW.  PAPI Rwy 03,21 GS 3.5  MEHT 15'.	200207
UK77118	MISC	1	EGFE	Ldg fees.	199907
UK77118	OIL	1	EGFE	0-123-125	200112
UK77118	OPR HOURS	1	EGFE	Opr 0915-1630Z++ Mon-Fri exc hol, OT by arng.	199907
UK77118	RSTD	1	EGFE	PPR.	199907
UK77621	FUEL	1	EGNL	(NC-A1)	200606
UK77621	LGT	1	EGNL	PAPI Rwy 6 GS 4  MEHT 19', Rwy 24 GS 3.5  MEHT 22', Rwy 17 GS 4  MEHT 24', Rwy 35 GS 3.5  MEHT 33'.	200606
UK77621	OPR HOURS	1	EGNL	Opr 0800-1630Z++ Mon-Thu 0800-1300Z++ Fri.	200606
UK77621	RSTD	1	EGNL	PPR.	200606
UK80229	FUEL	1	EGNE	(NC-100LL, A-1)	200309
UK80229	OPR HOURS	1	EGNE	Opr Mon- Fri 0800-1800Z++; Sat and Sun 0900-1800Z++ and OT O/R.	200309
UK80229	RSTD	1	EGNE	PPR. Displ thld  Rwy 03-21 rstd for tkof.	200309
UK80835	CSTMS/AG/IMG	1	EGLF	Avbl HO, 48 hr PN.	200203
UK80835	FLUID	1	EGLF	OXRB.  De-Ice by arng.	200011
UK80835	FUEL	1	EGLF	(NC 100LL, A1)	200211
UK80835	JASU	1	EGLF	1(E1) 1(E3) 1(E4) 1(E6) 1(E7) 1(E10)	200206
UK80835	LGT	1	EGLF	PAPI Rwy 06-24 GS 3.5  MEHT 51'. Arpt IBn, green coded FH.	200302
UK80835	OPR HOURS	1	EGLF	Opr 0700-2200Z++ Mon-Fri; 0800-2000Z++ Sat, Sun and hol.	200112
UK80835	RSTD	1	EGLF	PPR H24.  Rpt LDA 5905' Rwy 06-24. Acft proh fr arr and dep outside opr hr exc in emerg or anytime Dec 25 and 26. 180  turns and V/STOL tkof proh on ASP sfc of rwy.  Full len dep both rwy mand, use starter extn. Flt crews req to wear hi-vis	200307
UK80835	RSTD	2	EGLF	vests while airside. Arriving acft, incl R/W, must flw ATC instr and rpt marshaller in sight. Dep acft must use min pwr til est on twy. When calling for start,ramp posn must be passed to ATC.	200307
UK81751	FUEL	1	EGKK	(NC-A1)	199907
UK81751	RSTD	1	EGKK	PPR to mil acft. Rpt LDA Rwy 26L 9288'.	200011
UK82810	CAUTION	1	EGYD	Gldr act on N arpt outside arpt hr. TACAN may have unlocks btn 200  and 203  andalso 30  .	200408
UK82810	CSTMS/AG/IMG	1	EGYD	Avbl HO.	200306
UK82810	FLUID	1	EGYD	De-Ice LHOX	200207
UK82810	FUEL	1	EGYD	(100LL, A1+)	200203
UK82810	JASU	1	EGYD	1(E11)	199909
UK82810	LGT	1	EGYD	ABn, red coded CW.	200113
UK82810	MISC	1	EGYD	All radar svc are ltd due to reduced radar perfomance.	200308
UK82810	OIL	1	EGYD	O-128-149	199909
UK82810	OPR HOURS	1	EGYD	Opr 0815-1730Z++ Mon-Thu; 0815-1700Z++ Fri (OT HO per 3FTS); 0830-1730Z++ Sat, Sun (OT HO per EMUAS or 7AEF--24 hr PPR.)	200310
UK82810	RSTD	1	EGYD	Rwy 01-19 unsuitable for use by fast/hvy jet acft. Rpt LDA Rwy 09 6293', rpt LDARwy 27 6526'.	200310
UK83922	FUEL	1	EGMD	(NC-100LL, A1, A1+)	199909
UK83922	LGT	1	EGMD	PAPI Rwy 21 GS 3.5 .	200413
UK83922	OIL	1	EGMD	O-117-123	200011
UK83922	OPR HOURS	1	EGMD	Opr 0800-1900Z++, OT PPR.	200511
UK83922	RSTD	1	EGMD	Rwy 14-32 avbl PPR daytime only. Rpt LDA Rwy 03 is 4823'.	200413
UK84007	CAUTION	1	EGGP	Bird haz. When leaving the main apn, do not enter the rapid exit turn-off when taxiing for Rwy 09/27.	200211
UK84007	FUEL	1	EGGP	(NC-100LL A1)	200602
UK84007	RSTD	1	EGGP	PPR for all acft not based at Liverpool.	200010
UK84858	FLUID	1	EGHI	WAI HPOX	200212
UK84858	FUEL	1	EGHI	(NC-100LL, A1)	199908
UK84858	LGT	1	EGHI	PAPI Rwy 02 GS 3.1  MEHT 42', PAPI Rwy 20 MEHT 51'.	200510
UK84858	OIL	1	EGHI	O-123-125-149-156	200212
UK84858	OPR HOURS	1	EGHI	Opr 0625-2100Z Mon-Fri, 0615-2000Z Sat, 0900-2100Z Sun, OT PPR. (0545-2030Z Mon-Thu, 0545-2115Z Fri, 0630-1915Z Sat, 0800-2000Z Sun; OT PPR DT)	200405
UK84858	RSTD	1	EGHI	PPR 2000-2030Z++. Arpt strictly PPR to all GAT, MIL and Non-sched acft due to rstd prk. Req should be made via Arpt Ops, fone C44-02380-627102.	200602
UK84858	RWY	1	EGHI	Rptd LDA Rwy 20 5266'.	200207
UK85629	CAUTION	1	EGWC	RR embankment 20' hi, aprx 900' fr thld Rwy 24.	200110
UK85629	FUEL	1	EGWC	100LL ( Mil only).	200105
UK85629	OPR HOURS	1	EGWC	Opr HO. (24 hr PPR)	200202
UK85629	RSTD	1	EGWC	24 hr PPR; no civ on wknd.	200202
UK88436	CAUTION	1	EGWU	Bird haz. Mod turb/windshear may be exp on apch to Rwy 25 in strong NW winds. Apch to Rwy 07 offset 30  to L of RCL til 4 NM fr TD. Rpt LDA Rwy 25 5505'.	200601
UK88436	FLUID	1	EGWU	HPOX De-Ice	200202
UK88436	FUEL	1	EGWU	A1+	200011
UK88436	JASU	1	EGWU	1(A4) 1(E1) 1(E5) 1(E12) 1(E16)	200202
UK88436	LGT	1	EGWU	ABn, red coded NO. PAPI Rwy 25 GS 3.5  MEHT 38' .	200110
UK88436	OIL	1	EGWU	O-147-149-156	199909
UK88436	OPR HOURS	1	EGWU	Opr 0800-2000Z++ Mon-Fri, 0700-0100Z++ Mil and Gov acft, 24 hr PPR.	200605
UK88472	CSTMS/IMG	1	EGCN	CSTMS avbl O/R.	200503
UK88472	FUEL	1	EGCN	Avbl 0500-2359Z++.(NC A-1)	200513
UK90564	A-GEAR	1	EGDL	Ovrn cable down, apch cable down, cables avbl 5 min PN.	199907
UK90564	CAUTION	1	EGDL	Bird concentrations at dawn and dusk.	199907
UK90564	FLUID	1	EGDL	De-Ice LHOX LOX OXRB	200307
UK90564	FUEL	1	EGDL	A1+	200610
UK90564	JASU	1	EGDL	1(A4) 1(E1) 1(E3) 1(E7) 1(E12)	199909
UK90564	LGT	1	EGDL	PAPI Rwy 06 2.5  O/R.	200306
UK90564	OIL	1	EGDL	O-128-149-156	199909
UK90564	RSTD	1	EGDL	24 hr PPR for non-sked acft. Rwy 06 displ thld 499' for ngt OPS. Rpt LDA Rwy 06,7828' daytime, 7329' ngt; rpt LDA Rwy 24, 7233'; rpt LDA Rwy 18-36, 5971'.	200310
UK90918	CAUTION	1	EGCD	Unlgtd obst sur arpt.	199907
UK90918	FUEL	1	EGCD	(PN REQ, NC-100LL,A1)	199907
UK90918	LGT	1	EGCD	ABn, green coded WF. PAPI Rwy 25 GS 3.6 .	200110
UK90918	OPR HOURS	1	EGCD	Opr 0850-1625Z++ Mon-Thu, 0850-1530Z++ Fri.	200301
UK90918	RSTD	1	EGCD	PPR. NORDO proh.	200004
UK92342	CAUTION	1	EGPH	Bird haz.	200011
UK92342	FLUID	1	EGPH	LHOX	200011
UK92342	FUEL	1	EGPH	Avbl 0530-2300Z++ OT by O/R. (NC-100LL  A1)	200513
UK92342	JASU	1	EGPH	1(A1) 1(C1) 1(E1) 1(E5)	199910
UK92342	LGT	1	EGPH	PAPI Rwy 30 GS 3.5 .	200205
UK92342	NS ABTMT	1	EGPH	Reverse thrust/pitch proh fr 2300-0700Z++ unless in emerg. Use of aftburner permitted only for essential safety or opr reasons.	200202
UK92342	OIL	1	EGPH	O-117-123-148-149-156	200205
UK92342	RSTD	1	EGPH	PPR 24 hr fr RAF Turnhouse movements or Edinburgh Arpt Ltd. PPR fr ATC for NORDOand UHF only acft. Dur lo vis pro Rwy 12-30 are not avbl for ldg. Mil jets, RADAR vectoring to ILS or ASR is mand. Mil acft must incl both EGPHZGZX (Civ) and E	200205
UK92342	RSTD	2	EGPH	GQTYXYW (Turnhouse Mil) on FPL.  Rwy 12-30 is not avbl at ngt, exc for emerg use. Rpt LDA Rwy 30 is 5728'.	200205
UK92632	FUEL	1	EGNC	Prior arng rqr. (NC-100LL, A1)	199907
UK92632	LGT	1	EGNC	PAPI Rwy 07 GS 3.5  MEHT 39', PAPI Rwy 25 GS 3.25  MEHT 30'.	200202
UK92632	OIL	1	EGNC	O-123	200310
UK92632	OPR HOURS	1	EGNC	Opr 0900-1830Z++ Mon-Fri; OT by arng.	200212
UK92632	RSTD	1	EGNC	PPR	200304
UK92632	RWY	1	EGNC	Rpt LDA: Rwy 01, 2635'; Rwy 19, 2654'; Rwy 07, 4334'; Rwy 25, 4820'.	200212
UK92717	CSTMS/AG/IMG	1	EGFF	Avbl 0700-2200Z++ Mon-Fri, 0900-1700Z++ Sat, Sun and hol btn 1 Oct and 30 Apr; H24 1 May to 30 Sep.	200308
UK92717	FUEL	1	EGFF	(NC-100LL, A1)	200308
UK92717	OIL	1	EGFF	0-123-125	200202
UK92717	RWY	1	EGFF	Rpt LDA Rwy 12 is 6998', Rwy 30 is 7221.	200308
UK92771	CAUTION	1	EGNX	All acft with a wingspan in excess of 148'  must exercise ctn when using the TwyMike int with the rwy and Twy Alpha due to twy wid constraints.	200208
UK92771	FUEL	1	EGNX	Avbl 0800-1800Z++ (NC-100LL, A1)	200208
UK92771	NS ABTMT	1	EGNX	Jet acft OPS restrictions strictly enforced fr 2300-0700Z++, exc special circumstance. Req deviation fr ATC.	200104
UK92771	OIL	1	EGNX	0-117-123-125	200208
UK97089	FLUID	1	EGXT	HPOX LOX	200011
UK97089	FUEL	1	EGXT	A1+	200011
UK97089	JASU	1	EGXT	1(A12) 1(E1) 1(E3) 1(E11) 1(E12)	200113
UK97089	LGT	1	EGXT	ABn, red coded WJ.	200404
UK97089	OIL	1	EGXT	O-135-138-149-155-156	200309
UK97089	OPR HOURS	1	EGXT	Opr 0800-1700Z Mon-Fri (0700-1630Z Mon-Fri sum).	200207
UK97089	RSTD	1	EGXT	24 hr PPR. F/W acft must remain abv 1,000' (QFE) over areas SE and SW of afld. Rpt LDA Rwy 08 and Rwy 26 8917'.	200303
UK97104	FUEL	1	EGPL	Avbl by arng with Loganair Fuels, C01870-603147. (A1)	200509
UK97104	OPR HOURS	1	EGPL	Opr 0830-1745Z++ Mon, Fri; 0830-0615Z++ Tue-Thu; 0830-1030Z++,1445-1645Z++ Sat; 1100-1230Z Sun++; OT by arng 48 hrs PN.	200609
UK97104	RSTD	1	EGPL	All twy clsd exc btn Rwy 06 thld and trml apn. PPR 3 hr ntc. Rwy 17-35 rstd to 12,566 lb or less.  Rpt LDA Rwy 24  5807' and Rwy 06 5577'. Non-precision apch 06, thld displ 394'.	200409
UK97137	FLUID	1	EGNO	De-Ice (ltd)	200307
UK97137	FUEL	1	EGNO	(NC-A1)	199907
UK97137	JASU	1	EGNO	1(E3) 1(E4) 1(E6) 1(E7) 1(E12) 1(C1) 1(C4) 1(C6)	200011
UK97137	OPR HOURS	1	EGNO	Opr 0800-1700Z++ Tue-Sun.	200411
UK97137	RSTD	1	EGNO	PPR. Rpt LDA Rwy 08 7736; Rwy 26 7680'. Rwy 14-32 avbl to VSTOL acft only.	200307
UK97507	FUEL	1	EGTG	(NC-100LL, A1)	199907
UK97507	OPR HOURS	1	EGTG	Opr 0700-2030Z++ Mon, 0645-2030Z++Tue-Fri, 0900-1700Z++Sat, 1000-1800Z++ Sun.	200212
UK99320	FUEL	1	EGNJ	(NC-100LL, A1) Avbl Sat-Sun til 1800Z++.	200304
UK99320	LGT	1	EGNJ	ABn, green coded HS. PAPI Rwy 03 GS3.5 .	200603
UK99320	OIL	1	EGNJ	0-123-125	200203
UK99320	OPR HOURS	1	EGNJ	Opr 0630-2025Z++.	200603
UK99320	RSTD	1	EGNJ	PPR. NORDO proh. Avoid ovft of rifle rng 4429' NW of Rwy 03-21 blw 500'.  Rpt LDA for Rwy 03 is 6791', rpt LDA for Rwy 21 is 6398', rpt LDA for Rwy 27 is 2838' and rpt LDA for Rwy 09 is 3232'.	200310
UK99380	FUEL	1	EGNT	(NC-100LL, A1)	200204
UK99380	OIL	1	EGNT	O-117-123	200204
UK99380	RWY	1	EGNT	Rwy 07 rpt LDA 7247' Rwy 25 6972'	200413
UK99987	OPR HOURS	1	EGXY	Opr 0830-1700Z++ Mon-Fri; 0630Z++-SS Sat-Sun.	200208
UK99987	RWY	1	EGXY	Rpt LDA for Rwy 07-25 is 5666'; Rwy 12-30 rpt LDA is 3911' and Rwy 16-34 rpt LDAis 4091'.	200305
UK99990	CAUTION	1	EGBT	Gldr winch ops S of grass twy.	200110
UK99990	FUEL	1	EGBT	(NC 100LL)	200107
UK99990	OPR HOURS	1	EGBT	Opr 0800-1700Z++ or SS Mon-Fri, 0900-1800Z++ or SS Sat, 1000-1800Z++ or SS Sun and hol. PPR. ATZ not active on Mon.	200508
UK99993	FUEL	1	EGBW	(NC-100LL,A1)	200313
UK99993	OPR HOURS	1	EGBW	Opr 0900-1730Z++ PPR.	200513
UP00004	CSTMS/IMG	1	UKDE	avbl	200408
UP00004	FUEL	1	UKDE	(NC-A1)	200606
UP00004	OIL	1	UKDE	O-MS20, MK8P, AMG10, SM4.5	200606
UP00005	CSTMS/IMG	1	UKCC	IMG avbl	200408
UP00005	FUEL	1	UKCC	(NC-A1)	199912
UP00006	CSTMS/IMG	1	UKKE	O/R	200405
UP00006	FUEL	1	UKKE	(NC-A1) Opr 0500-1700Z	200405
UP00006	OIL	1	UKKE	MS-20, O-MK8, SM 4.5	200410
UP00006	OPR HOURS	1	UKKE	Opr 0500-1700Z++	200410
UP00009	CSTMS/IMG	1	UKKM	avbl HS.	200602
UP00009	FUEL	1	UKKM	(NC-A1)	200103
UP00009	OPR HOURS	1	UKKM	Opr 0730-1500Z++, PPR 48 hr.	200602
UP00010	CSTMS/IMG	1	UKHH	avbl	200408
UP00010	FUEL	1	UKHH	(NC-A1)	200103
UP00010	MISC	1	UKHH	Fone C+380 48 731 28 25	200606
UP00010	RSTD	1	UKHH	A320 type acft rstd to one tkof and ldg pro per day with MTOW 69.2 metric tons, twy 1 max GWT 69.4 metric tons, twy 2 max GWT 67.0 tons, prk stands 9 and 10 only, prk by tow tractor only.	200606
UP00013	CSTMS/IMG	1	UKCW	IMG avbl	200408
UP00013	FUEL	1	UKCW	(NC-A1)	200103
UP00013	MISC	1	UKCW	Fone C+380 642 58 15 36, email lugairport@ltk.com.ua	200606
UP00014	CSTMS/IMG	1	UKLN	avbl	200405
UP00014	FUEL	1	UKLN	(NC-A1)	200606
UP00014	MISC	1	UKLN	Fone C+380 3722 7 64 77.	200606
UP00014	OPR HOURS	1	UKLN	Opr 0530-1800Z++, submit PPR before 1300Z.	200607
UP00031	CSTMS/AG/IMG	1	UKFK	Cstms and img avbl O/R, health and sanitation opr 0500Z++ to SS.	200608
UP00031	FUEL	1	UKFK	(NC-A1)	200608
UP00031	MISC	1	UKFK	Fone C(06561) 2 12 65.	200608
UP00031	OIL	1	UKFK	O-SM4.5	200608
UP00031	OPR HOURS	1	UKFK	Opr 0600Z++ to SS	200608
UP00144	FUEL	1	UKLT	(NC-A1)	200606
UP00144	OPR HOURS	1	UKLT	Opr 0700-1500Z++ Mon-Fri	200513
UP00747	CSTMS/IMG	1	UKCM	Avbl.	200608
UP00747	FUEL	1	UKCM	(NC-A1)	200606
UP00747	MISC	1	UKCM	Fone C+380 629 51 13 66.	200610
UP00747	OIL	1	UKCM	O-MS20, MS8, FH51	200607
UP08505	CSTMS/IMG	1	UKBB	Avbl.	200602
UP08505	FUEL	1	UKBB	(NC A1)	200606
UP11768	CSTMS/IMG	1	UKLL	avbl	200404
UP11768	FUEL	1	UKLL	(NC-JET A-1)	200410
UP11768	RSTD	1	UKLL	Twy 5 clsd for acft taxiing on own eng thrust.	200610
UP47709	CSTMS/IMG	1	UKLU	avbl HS	200408
UP47709	FUEL	1	UKLU	(NC-A1)	200606
UP47709	OPR HOURS	1	UKLU	Opr 0500-1900Z++.	200513
UP61245	CSTMS/IMG	1	UKOO	avbl	200408
UP61245	FUEL	1	UKOO	(NC-A1)	200606
UP61245	MISC	1	UKOO	Fone C+380 48 731 28 25	200606
UP61245	RSTD	1	UKOO	Sector 315 -185  clsd to copter tkof and ldg on twy 2. Acft eng run-up proh on all stands exc nr 14. Taxiing out of acft stands rstd to no more than 0.4 rated pwr. Copters with skid ldg gear should enter and leave acft stands by hover taxii	200608
UP61245	RSTD	2	UKOO	ng after the follow me car. B737-600 and B737-700 acft rstd to one tkof and ldg pro per day with MTOW 64.76 metric tons and PPR.	200608
UP73176	CSTMS/IMG	1	UKLR	avbl 0600-1800Z++	200410
UP73176	FUEL	1	UKLR	(NC-A1)	200103
UP73176	OPR HOURS	1	UKLR	Opr 0600-1800Z++ O/R NLT 1700Z++.	200308
UP81105	CSTMS/IMG	1	UKKK	Avbl.	200606
UP81105	FUEL	1	UKKK	(NC-A1)	200606
UP81105	MISC	1	UKKK	Fone C+380 44 249 01 00	200606
UP81105	OPR HOURS	1	UKKK	Opr 0500-2000Z++.	200606
UP83279	CSTMS/IMG	1	UKDD	avbl	200407
UP85829	CSTMS/IMG	1	UKFF	avbl	200408
UP85829	FLUID	1	UKFF	OX	199912
UP85829	FUEL	1	UKFF	(NC-A1)	200606
UP97873	CSTMS/IMG	1	UKLI	avbl	200410
UP97873	FUEL	1	UKLI	(NC-A1)	200606
UP97873	OPR HOURS	1	UKLI	Opr 0500-1800Z++	200503
UP97875	CSTMS/IMG	1	UKON	avbl HS	200408
UP97875	FUEL	1	UKON	(NC-A1)	200606
UP97875	MISC	1	UKON	Fone C+380 512 43 95 95	200606
UP97875	OPR HOURS	1	UKON	Opr 0630-1800Z++.	200606
UP97876	CSTMS/IMG	1	UKDR	avbl H24	200408
UP97876	FLUID	1	UKDR	De-ice	200513
UP97876	FUEL	1	UKDR	(NC-A1)	200607
US00053	CAUTION	1	KZ	Inst student trng. Crop dusters in vcnty.	200306
US00053	FUEL	1	KZ	J8+100 - No hot refuel.	200401
US00053	LGT	1	KZ	Helipad and twy lgt. No lane lgt.	200208
US00053	LGT VFR	1	KZ	B	200208
US00053	MISC	1	KZ	Class G and E Airspace. When twr clsd ctc SXS OPS. Use OZR altimeter.	200208
US00053	OPR HOURS	1	KZ	Base OPS opr 1200-0800Z++ Mon-Fri exc hol. See FLIP AP/1 Flt Haz, Fort Rucker.	200306
US00053	RSTD	1	KZ	PPR. C334-255-4110/4145, DSN 558-4110/4145.	200208
US00053	TFC PAT	1	KZ	N tfc only unless drct by twr. Pat alt 1000', base 800'.	200208
US00060	CAUTION	1	KZ	Ints stu trng.	200306
US00060	FUEL	1	KZ	J8+100	200313
US00060	OPR HOURS	1	KZ	Opr 1300-0700Z++ Mon-Fri exc hol. See FLIP AP/1, Flt Haz, Fort Rucker.	200306
US00060	RSTD	1	KZ	No tran acft. No usable rwy on LOWE AHP at this time.	200004
US00060	TFC PAT	1	KZ	Alt 800'.	200303
US00071	CAUTION	1	KZ	Uneven sfc at int rwy. Model rocket act	200403
US00071	FUEL	1	KZ	A+ (City of Brownwood, C915-643-1482, avbl 1300-0300Z++,  OT 45 min PN, C915-646-7088 or C915-643-7900.) (NC-100LL - 24 hr self svc;  A - OT C915-646-8828/7088.)	200603
US00071	LGT	1	KZ	ACTIVATE-MIRL Rwy 13-31, 17-35 and MALS Rwy 17-CTAF.	200313
US00071	OPR HOURS	1	KZ	Attended 1300-0300Z++.	199907
US00073	MISC	1	KZ	Ctl agcy Whiting Fld NAS-North.	200206
US00073	OPR HOURS	1	KZ	Opr 1400-2200Z++ Mon-Fri.	200506
US00073	RSTD	1	KZ	Mil use only.	200206
US00073	WEIGHT BEARING	1	KZ	(PCN 24 F/B/W/U) All rwy	200506
US00094	FUEL	1	KZ	(NC-100LL, A)	199907
US00094	LGT	1	KZ	MIRL Rwy 06-24 preset lo ints; to increase ints and ACTIVATE REIL Rwy 06-24-CTAF.	200104
US00094	MISC	1	KZ	Rwy 14-32 many cracks in pavement with grass penetration.	199907
US00094	OPR HOURS	1	KZ	Attended 1300-2300Z++.	200511
US00108	CAUTION	1	KZ	Extv copter trng in progess.	200209
US00108	OPR HOURS	1	KZ	Attended dur sked trng hr.	200603
US00142	CAUTION	1	PHTO	181' lgtd smokestack lctd 0.4 NM S of afld. Bird haz.	200309
US00142	FUEL	1	PHTO	A+ (Air Service Hawaii, 1800-0300Z, C808-961-6601; OT 12 hr PN rqr, C808-864-0236, $125 fee.)  (NC-100LL PN rqr, C808-960-5146, C808-864-0236 or 128.15.)	200609
US00142	LGT	1	PHTO	ACTIVATE-MIRL Rwy 03-21, HIRL Rwy 08-26, MALSR Rwy 26 and ODALS Rwy 08-CTAF. VASI Rwy 03 GS 3.25  TCH 48', usable dist ltd to 4 NM due to terrain.  VASI Rwy 08 GS 3.25  TCH 110', Rwy 26 GS 2.6  TCH 52'.	200107
US00142	MISC	1	PHTO	Rwy 08-26 grooved. Class D Airspace eff 1600-0800Z, OT Class E.  For ATC svc ctcHONOLULU CENTER 1 hr before ETA. Fire and rescue avbl H24, ctc 118.1 or fone C808-934-5830/5831. PPR fr arpt mgr for tran prk.	200610
US00142	NS ABTMT	1	PHTO	See ARR/DEP GRAPHICS, Sec E.	200107
US00142	OPR HOURS	1	PHTO	Attended 1700-0630Z.	200309
US00142	RSTD	1	PHTO	Mandatory ramp entry pat via Twy F, and exit via Twy E. PPR fr arpt mgr for trans of Class C explosives and haz material in/out of arpt. Class A and B explosives proh. Paved area at apch end Rwy 08 mrk by chevrons unuse. PPR fr arpt mgr for	200407
US00142	RSTD	2	PHTO	tran prk. Rwy 03-21 clsd to turbine acft 0200-1600Z++.	200407
US00142	TRAN ALERT	1	PHTO	PPR fr arpt mgr for tran prk. Tran prk in front twr mrk with yellow T. Ramp immed in front twr ltd acft 30,000 lb or less.	200610
US00180	CAUTION	1	KZ	Brightly lgtd bridge on hwy lctd aprx 0.5 NM S could give false indication of being rwy on apch Rwy 07 and 31 dur lo ceil or poor vis. VFR acft arr/dep exer caution due turbojet acft trns arpt tfc area 2000' and abv on apch to Orlando Intl	200609
US00180	CAUTION	2	KZ	5 NM S. Bird haz. Banner towing opr S of Rwy 07-25.	200609
