ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
SZ48567	LSZB					O	AOE	32TLS8556396715	UTC+1(+2DT)	MC	H-7C, L-9B	199912
SZ68750	LSMD					O		32TMT7345649526	UTC+1(+2DT)	MC	H-7C, L-9B	199912
SZ83515	LSZS	SAINT MORITZ				O	AOE	32TNS6779753769	UTC+1(+2DT)	MC	H-7C, L-9B	199908
SZ93969	LSMM					O		32TMS3201477027	UTC+1(+2DT)	MC	H-7C, L-9B	200011
SZ99690	LSZG					O		32TLT8007526563	UTC+1(+2DT)	MC	H-7C, L-9B	200301
SZ99691	LSGC					O		32TLT3246516846	UTC+1(+2DT)	MC	H-7C, L-9A	199912
TD84748	TTPP		Port of Spain	Trinidad I			AOE	20PPS8191371725	UTC-4		H-3B, L-6H-8H-13A	200012
TD96503	TTCP		Scarborough	Tobago I		O	AOE	20PQT3675233394	UTC-4		H-2G-3B, L-8H-13A	200503
TH00001	VTUQ					O		48PTB1093954490	UTC+7		6E, 8G	200007
TH00002	VTSE							47PNM3955284070	UTC+7		8F	199907
TH00003	VTUV					S		48QUC6887582240	UTC+7		6E	200513
TH00004	VTSG					S		47PMJ9876294907	UTC+7		8F, 20H	200009
TH00005	VTSF					S		47PPK0397144081	UTC+7		8F, 20H	200009
TH00006	VTUW					S		48QVE6208022048	UTC+7		6E	200007
TH00008	VTPB					S		47QQU3410045003	UTC+7		6E, 8G	200109
TH00016	VTBS		BANGKOK			H		47PPR8897413141	UTC+7	UU	8G, 20H, T1D	200610
TH00017	VTBO	KHAO SAMING						48PTU0834558367	UTC+7		8F, 20H	200413
TH00353	VTUK					O		48QTD6337921850	UTC+7		6E	199907
TH08241	VTPL	LOM SAK	Phetchabun					47QQU3991961486	UTC+7		6E, 8G	200306
TH09152	VTBU		Rayong			O	AOE	47PQQ1774402579	UTC+7		6E, 8F, 20H	200207
TH15088	VTPH		Prachuap Khiri Khan			S		47PPP0333897096	UTC+7		8F	200310
TH20675	VTCH					S		47QLB9231034525	UTC+7		8G	199907
TH24734	VTPM		Tak			S		47QMU5149746407	UTC+7		8G	200010
TH25973	VTBL		Lop Buri			O		47PPS7895045119	UTC+7		6E, 8G	200009
TH28772	VTPY		Tak					47QNV0615705466	UTC+7		8G	200306
TH31693	VTUL					S		47QQV8915230195	UTC+7		6E, 8G	199907
TH32121	VTSB					O		47PNL1489709515	UTC+7		8F, 20H	200206
TH37373	VTUU					O		48PVB8606586123	UTC+7		6E	200206
TH43224	VTBH		Lop Buri			O		47PPS7670053389	UTC+7		6E, 8G	199907
TH45030	VTBP					O		47PNP8766603277	UTC+7		8F,20H	200513
TH47062	VTSM		Surat Thani	Samui I		O		47PPL1658455595	UTC+7		8F, 20H	200104
TH47866	VTSK					S		47NQH3802650561	UTC+7		8F, 20H	199907
TH50153	VTCL					O		47QNA5329120234	UTC+7		8G	200513
TH53751	VTCT					O		47QNC9238906450	UTC+7		6E, 8G	200012
TH56021	VTST					O		47NNJ6802730037	UTC+7		8F, 20H	199907
TH62428	VTBK		Nakhon Pathom					47PNR9901159197	UTC+7		8G, T-1D	200109
TH64285	VTCC					O	AOE	47QMA9606375030	UTC+7		6E, 8G	200206
TH64439	VTUI					S		48QVE0627801356	UTC+7		6E	200509
TH65264	VTUN		Nakhon Ratchasima			O		48PSB8571853149	UTC+7		6E, 8G	200301
TH65681	VTPP					O		47QPU3631955982	UTC+7		6E, 8G	200211
TH69040	VTPI		Nakhon Sawan			O		47PPS3914489412	UTC+7		8G, 20H	200513
TH70418	VTSP						AOE	47PMJ2473996876	UTC+7		8F, 20H	200206
TH72214	VTBW		Prachin Buri			S		48PTA0971623776	UTC+7		6E, 8F	200304
TH72379	VTSN		Nakhon Si Thammarat			O		47PPK0518936514	UTC+7		8F	200008
TH74945	VTSH					O		47NPH7756094685	UTC+7		8F	200007
TH75868	VTBI		Prachin Buri			O		47PQR5698457625	UTC+7		6E, 8G, T-1D	200312
TH83464	VTCR					O		47QNB8655799008	UTC+7		6E, 8G	199907
TH83667	VTSS		Songkhla			O	AOE	47NPH5389266591	UTC+7		8F, 20H	200206
TH86291	VTPN					O		47PPT2183033091	UTC+7		8G	200510
TH88197	VTPT					S		47QNU2698268066	UTC+7		8G	199907
TH89103	VTCN					S		47QPA8794380517	UTC+7		6E, 8G	199907
TH91655	VTSC					S		47NRH0342421504	UTC+7		8E, 20H	200012
TH92136	VTBD	DON MUANG AB				H	AOE	47PPR7360038644	UTC+7		6E, 8G, 20H, T-1D	200206
TH98593	VTUD					H		48QTE6501323661	UTC+7		6E	200205
TH99536	VTCP					S		47QPA2320905198	UTC+7		6E, 8G	199907
TH99540	VTUR		Roi Et			S		48QUC5516277191	UTC+7		6E	200306
TH99549	VT					S		48QTD8323642220	UTC+7		6E	200402
TH99587	VTUJ					O		48PUB3843744299	UTC+7		6E	200301
TH99598	VTSA		Satun					47NPH1941336449	UTC+7		8F	200306
TH99600	VTSR					S		47PML5454080854	UTC+7		8F, 20H	200104
TH99609	VTUO					O		48PUB1238684466	UTC+7		6E	199907
TH99610	VTPO					O		47QNV8698206067	UTC+7		6E, 8G	199907
TI00001	UT							42TXK4274442490				200004
TI00004	UT							42SWG5704666114				200006
TI00005	UT							42SYG2216653556				200006
TI00006	UT							43SDC1459727393				200006
TI00007	UT							42SVH7144462712				200007
TI00008	UT							42SWG3367547064				200111
TI00012	UT							42SWH7026404277	UTC+5		5D	200406
TI02578	UTDD					H	AOE	42SVH8475066116	UTC+5	MM	5C, 7A	200205
TI66723	UTDL					H		42TWK5911451896	UTC+5	MM	5C	200012
TK07617	MBGT	GRAND TURK INTL		Grand Turk I		O	AOE	19QBD7798072865	UTC-5(-4DT)	OT	H-2F, L-5B	200301
TK60662	MBPV			Providenciales I		O	AOE	18QYK8274210274	UTC-5(-4DT)	OT	H-2F, L-5B	200301
TK73255	MBSC			South Caicos I		S	AOE	19QBD3806481348	UTC-5(-4DT)	OT	H-2F, L-5B	200513
TK95156	MBNC			North Caicos I		S	AOE	19QAE9630426602	UTC-5(-4DT)	OT	L-5B	200606
TN79772	NFTF			Tongatapu I		O	AOE	01KFS9201950033	UTC+13		SKETCH, 11B	200504
TN79775	NFTV			VAVAU I		O		02KJE8740442477	UTC+13		11B	200601
TN79776	NF							01KGU7857911007				200602
TO28810	DXXX	LOME	Lome				AOE	31NCG0685781828	UTC 0		2F	200502
TO75565	DXNG					O		31PBL9062680280	UTC 0		2F	200303
TP47202	FPPR			Principe I		O	AOE	32NLG2331883876	UTC 0		2G	200607
TP57651	FPST			Sao Tome I		O	AOE	32NKF4535741833	UTC 0		2G	200303
TS03759	DTTD							32SPA3011775210				199907
TS04725	DTTA		Tunis			O	AOE	32SPF0940879050	UTC+1(+2DT)	NO	H-15B, L-14F	200513
TS06960	DTTI							32SNF8422464375				199907
TS15878	DTTG							32SPC0204049057				199907
TS29428	DTTB							32SNG7019422395				199907
TS30829	DTMB		Monastir			O	AOE	32SPE5863958534	UTC+1(+2DT)	NO	H-9D-10E, L-14F	200513
TS42250	DTTF					H		32SMD8369008965	UTC+1(+2DT)	NO	H-9D, L-14E	200012
TS49306	DT							32SPB3436091047				199907
TS69567	DTTR					H		32RNA2412707686	UTC+1(+2DT)		H-9D, L-14E	200004
TS75522	DTTZ		Tozeur			O	AOE	32SMC1780355829	UTC+1(+2DT)	NO	H-9D, L-14E	200011
TS82184	DTTJ		Jerba				AOE	32SPC6421049718	UTC+1(+2DT)		H-9D-10E, L-14F	199907
TS92345	DTKA					O	AOE	32SMF8904892661	UTC+1(+2DT)	NO	H-15B, L-14E	200011
TS97357	DTTX		Sfax			O	AOE	32SPD5484043067	UTC+1(+2DT)	NO	H-9D-10E, L-14F	200011
TT00169	WPDB	COVALIMA	Suai	Timor I				51LYK5119770804	UTC+9		13D 14E	200014
TT03037	WPEC		Baucau	Timor I		S		52LBR1366961064	UTC+9		13D, 14E	200509
TT97180	WPDL	COMORO	Dili	Timor I		O		51LYL7792554369	UTC+9		13D, 14E	200013
TU00001	LTFC	ISPARTA INTL				O		36STG6847993038	UTC+2(+3DT)	NO	H-15E-16F, L-15A	200513
TU00002	LTFE					H	AOE	35SNB5891422881	UTC+2(+3DT)	NO	H-15E, L-14H-15A	200403
TU00003	LTCO					O		38SLJ3074691279	UTC+2(+3DT)	NO	H-13B, L-15D	200011
TU00004	LTFD					O		35SND0118878323	UTC+2(+3DT)	NO	H-15E, L-12H-15A	200011
TU00005	LTCP					O		37SDB5320476143	UTC+2(+3DT)	NO	H-13A, L-15C	200011
TU00006	LTBO					O		35SQC1499884330	UTC+2(+3DT)	NO	H-15E, L-15A	199911
TU00007	LTFH					O		37TBF9617169862	UTC+2(+3DT)	NO	H-13A, L-15C	200513
TU00008	LTFJ		Istanbul			H		35TPF9451430063	UTC+2(+3DT)	NO	H-4H, L-15A	200308
TU00009	LTCR					O		37SFB4475920895	UTC+2(+3DT)	NO	H-13A, L-15C	200005
TU00014	LTCN					O		37SCB1918656633	UTC+2(+3DT)	NO	H-13A, L-15C	200111
TU02803	LTBI					H		36STK9295006596	UTC+2(+3DT)	NO	H-4H, L-15A	200012
TU06320	LTCD					O		37SED4517595726	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU08518	LTAB		Ankara					36SVK7785220570	UTC+2(+3DT)		H-4H-13A, L-15B	200012
TU09900	LTBR					O		35TQE1793659234	UTC+2(+3DT)	NO	H-4H, L-15A	200308
TU11019	LTAO	MALATYA	Malatya			O		37SDC3481445329	UTC+2(+3DT)	MC	H-13A, L-15C	200603
TU11148	LTBF					O		35SND7947785910	UTC+2(+3DT)	NO	H-15E, L-15A	200012
TU11301	LTCC					O		37SFB0560094723	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU11724	LTBK		Izmir			O		35SNC1393041233	UTC+2	NO	L-12H-15A	200513
TU11835	LTFB	SELCUK	Izmir			O		35SNC2890600401	UTC+2(+3DT)	NO	H-15E, L-14H-15A	200011
TU15245	LTBM							36STG8705784756				199907
TU18139	LTCG					H		37TEF6642338514	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU19184	LTAN							36SVH6152203576	UTC+2(+3DT)		H-13A-16F, L-15B	200012
TU19830	LTAF					H		36SYF0296295324	UTC+2(+3DT)	NO	H-13A-16G, L-15B	200004
TU20400	LTAY					O		35SQB3787885461	UTC+2(+3DT)	NO	H-15E-16F, L-15A	200011
TU20547	LTCH		Urfa			O		37SDB8641305340	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU21194	LTBA	YESILKOY	Istanbul			H	AOE	35TPF5266837781	UTC+2(+3DT)	NO	H-4H, L-15A	200308
TU23693	LTBN					O		36STJ4322268378	UTC+2(+3DT)	NO	L-15A	200011
TU24098	LTBT					O		35SNC7240095899	UTC+2(+3DT)	NO	H-15E, L-15A	200012
TU26739	LTBH					O		35TME5116843201	UTC+2(+3DT)	NO	H-15E, L-12H-15A	200011
TU32857	LTBG					H		35TNE8306863509	UTC+2(+3DT)	NO	H-4H-15E, L-15A	200308
TU35620	LTAI					H	AOE	36SUF0402185898	UTC+2(+3DT)	NO	H-16F, L-15A	200012
TU39161	LTAE		Ankara			H		36TVK6296536607	UTC+2(+3DT)	NO	H-4H, L-15B	200012
TU39791	LTCJ					O		37SFC8602000047	UTC+2(+3DT)	NO	H-13B, L-15C	200012
TU43729	LTBP					O		35TQF0076106432	UTC+2(+3DT)	NO	H-4H, L-15A	200308
TU43803	LTBL	IZMIR						35SNC0087662738	UTC+2(+3DT)		H-15E, L-12H-15A,	200603
TU44301	LTCF					O		38TLK4042091869	UTC+2(+3DT)	NO	H-13B, L-15D	200012
TU45903	LTAW					O		37TBE7659065069	UTC+2(+3DT)	NO	H-13A, L-15C	199911
TU50577	LTAG		Adana			H	AOE	36SYF1585997857	UTC+2(+3DT)	NO	H-13A-16G, L-15B, AACDTD	200610
TU50928	LTCK					O		37SGC3127592150	UTC+2(+3DT)	NO	H-13B, L-15D	200011
TU51381	LTCL					O		37SGC4947907280	UTC+2(+3DT)	NO	H-13B, L-15D	200011
TU54533	LTBX	SARIGAZI	Istanbul			O		35TPF8644140343	UTC+2(+3DT)	NO	L-15A	200308
TU55711	LT							35TME0556151429				199907
TU56649	LTBS		Mugla			H	AOE	35SPA6009464539	UTC+2(+3DT)	NO	H-15E-16F, L-15A	200012
TU59805	LTAU		Kayseri					36SYH1679594254	UTC+2(+3DT)		H-13A, L-15B	199907
TU61338	LTAV							36SUJ5934968154	UTC+2(+3DT)		H-4H, L-15B	200012
TU63592	LTAR					O		37SCE2055109197	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU64683	LTFA	CIGLI WEST	Izmir			O		35SMC9803063248	UTC+2(+3DT)	NO	H-15E, L-12H-15A	200513
TU64829	LTAJ	GAZIANTEP	Gaziantep			O		37SCA6454190094	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU65354	LTCA					O		37SEC2537373198	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU65599	LTAZ					O		36SXH3330892579	UTC+2(+3DT)	NO	H-13A, L-15B	200011
TU70580	LTAD		Ankara			H		36SVK7340122235	UTC+2(+3DT)	NO	H-4H-13A, L-15B	200012
TU72099	LTAH					O		36STH9146589150	UTC+2(+3DT)	NO	H-4H-15E-16F, L-15A	200012
TU74048	LTCE					O		37SFE8537025184	UTC+2(+3DT)	NO	H-13B, L-15C	200012
TU74129	LTBY					O		36STK8765709598	UTC+2(+3DT)	NO	H-4H, L-15A	200011
TU75324	LTBU					H		35TNF7713654511	UTC+2(+3DT)	NO	H-4G, L-15A	200308
TU79425	LTAC		Ankara			H	AOE	36TVK9958141973	UTC+2(+3DT)	NO	H-4H-13A, L-15B	200012
TU81206	LTAP					H		36TYL1265922877	UTC+2(+3DT)	NO	H-13A, L-15B	200012
TU88308	LTBQ					O		36TTL5370813436	UTC+2(+3DT)	NO	H-4H, L-15A	200011
TU97254	LTBJ		Izmir					35SNC1372538269	UTC+2(+3DT)	NO	H-15E, L-12H-15A	200012
TU97525	LTAT		Malatya			O		37SDC2066654511	UTC+2(+3DT)	NO	H-13A, L-15C	200012
TU98988	LTCI	FERIT MELEN				O		38SLH5451259084	UTC+2(+3DT)	NO	H-13B, L-15D	200012
TU99016	LTAK					S		37SBA4533651328	UTC+2(+3DT)	NO	L-15C	200105
TU99037	LTBV	BODRUM						35SNB5948010629	UTC+2(+3DT)		H-15E,L-14H-15E	200405
TW00001	RCFG			MatsuTao I		O		50RQP9575696747	UTC+8		5A	200309
TW18583	RCDC					O		51QTF3919009479	UTC+8		5A, 6H	199907
TW20388	RCKH					O		51QTE2751799126	UTC+8		5A, 6G	199907
TW23059	RCBS	KINMEN		Chinmen I		O		50RPN3779302277	UTC+8		5A	199907
TW31633	RCGI			Tao I		I		51QUF4245408229	UTC+8		5A, 6H	200602
TW32269	RCDI					O		51RUH2193450059	UTC+8		5A	200002
TW44353	RCFN		Taitung			O		51QUF0508317646	UTC+8		5A, 6H	199907
TW47535	RCQC					O		50QQM6827608935	UTC+8		5A, 6G	200206
TW48371	RCMQ							51RTG5843885592	UTC+8		5A	199907
TW51955	RCSS		Taipei					51RUH5400673450	UTC+8		5A	200002
TW71200	RCYU					O		51RUG5934157544	UTC+8		5A, 6H	200012
TW71853	RCKU					O		51QTF3366897054	UTC+8		5A, 6H	200012
TW72386	RCTP		Taipei				AOE	51RUH2176974720	UTC+8		5A	200002
TW75939	RCWA			Pescadores I				50QQL5498686775	UTC+8		5A, 6G	200209
TW84777	RCQS					S		51QUF1338121765	UTC+8		5A, 6H	200012
TW88350	RCAY							51QTF1894122048	UTC+8		5A, 6G	200012
TW88789	RCNN					O		51QTF1346040751	UTC+8		5A, 6G	200012
TW88890	RCPO							51RTH9173046372	UTC+8		5A	200003
TW93509	RCSQ					O		51QTF4132612531	UTC+8		5A, 6H	199907
TW96439	RCMT			Matsu I		O		51RTK0053003971	UTC+8		5A	200209
TW96443	RCKW	WULITING				I		51QTE6573339115	UTC+8		5A, 6H	200602
TW96444	RCLY					I		51QUE4866036746	UTC+8		5A, 6H	200602
TX00001	UT							41TLF6697353778				199911
TX00002	UT							39TXE9867034588				199911
TX00003	UT							41SLA4473239909				199911
TX00005	UT							41SPB9476686928				200111
TX00006	UT							41SLB9654369222				200111
TX00008	UT							40SFH0490507818				199913
TX00009	UTAM	MARY NORTHEAST				H		41SMB0263064165	UTC+5	NN	5C	200210
TX00010	UTAK					H		39TXE7118436717	UTC+5	NN	5B	200210
TX00011	UTAV	CHARDZHOU				H		41SND5304726203	UTC+5	NN	5C	200210
TX00012	UT							40SBJ7345173424				200111
TX00013	UT							40SDJ4430615224				200111
TX00015	UT							41SQB6107688422				200111
TX00016	UT							39SXD8925364633				200111
TX00017	UTAT	KHODZHAKUMBET				O		40TGM3498227115	UTC+5	NN	5B	200210
TX00018	UT							41SMV5970846649				200112
TX28094	UTAA	ASHKHABAD				H	AOE	40SFH1951305226	UTC+5	MM	5B	200012
TZ05509	HTAR							37MBS3702627434				199907
TZ07322	HTMW					O	AOE	36MVC9251429809	UTC+3		3C	200607
TZ13488	HTZA			Zanzibar I			AOE	37MEP2487812247	UTC+3		3D	199907
TZ51758	HTDO					O	AOE	36MZU0464617168	UTC+3		3C	200607
TZ63571	HTMT					O	AOE	37LFJ2939056860	UTC+3		3D	200607
TZ65859	HTIR					O		36MZS0363451361	UTC+2		3C	200607
TZ68170	HTDA	DAR ES SALAAM					AOE	37MEN2238639721	UTC+3		3D	200412
TZ69745	HTPE	KARUME				O		37MEQ8991618840	UTC+3		3D	200607
TZ72340	HTTG					O	AOE	37MEQ0788737126	UTC+3		3D	199907
TZ97311	HTKJ						AOE	37MBS8607720728	UTC+3		3D	199907
TZ97324	HTLM							36MZB1318926358				199907
UG00003	HUAJ							36NUJ6276569176				200012
UG05419	HUEN		Kampais				AOE	36NVF3807504685	UTC+3		1B, 3C	200205
UG78379	HUSO					S		36NWG6927990961	UTC+3		1B, 3C	200205
UG95500	HUGU					S		36NVJ1906310126	UTC+3		1B	199907
UK00008	EGXH					O		31UCU4829101480	UTC 0(+1DT)	MC	L-4H	200303
UK00047	EGQM							30UWG8839542881				199907
UK00058	EGCW					O		30UVD8962230969	UTC 0(+1DT)	MC	L-3C-4F	200607
UK00089	EGTC					O	AOE	30UXC6334271751	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK00117	EGBP					O		30UWC6521824540	UTC 0(+1DT)	MC	H-3C-6F, L-4F	200601
UK00119	EGDW					O		30UWB0451845657	UTC 0(+1DT)		L-4F	200303
UK00120	EGTP							30UUA4502877775				199907
UK00121	EGDO					O		30UUA4013441145	UTC 0(+1DT)	MC	H-3C, L-4E	200303
UK00181	EGKA							30UXB9030835020	UTC 0(+1DT)		L-4G	200303
UK00198	EGSY					O		30UXE0715717340	UTC 0(+1DT)	MC	L-3C	200303
UK00216	EGLW	LONDON WESTLAND HELIPORT				O		30UXC9600505870	UTC 0(+1DT)	MC	L-4G	200308
UK00232	EG	HAVERFORDWEST						30UXC7770509242				199907
UK00523	EGLL		London			H	AOE	30UXC7628605983	UTC 0(+1DT)	MC	H-6F, L-4G	200308
UK00584	EGTE					O	AOE	30UVB7079220376	UTC 0(+1DT)	MC	H-3C, L-4F	200303
UK00815	EGGW					O	AOE	30UXC8115450378	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK02187	EGXU		York			O		30UXE1439290376	UTC 0(+1DT)	MC	H-5B, L-3B-C	200303
UK03072	EGPO					O	AOE	29VPE5678255814	UTC 0(+1DT)	MC	H-2E-5A, L-1A-3C	200303
UK06242	EGLK					O		30UXB4997888043	UTC 0(+1DT)	MC	L-4G	200303
UK06347	EGDX					O		30UVB6969094933	UTC 0(+1DT)	MC	H-3C, L-4F	200303
UK08465	EGQK		Elgin			O	AOE	30VVJ6653889815	UTC 0(+1DT)	MC	H-2E-5A, L-3C	200303
UK11015	EGHL					N		30UXB3742772477	UTC 0(+1DT)	MC	H-5B-6F, L-3C-4G	200509
UK12040	EGSU					O		31UCT0352575022	UTC 0(+1DT)	MC	L-4G	200303
UK14657	EGNB					O		30UXE6058155082	UTC 0(+1DT)	MC	L-3C	200303
UK15404	EGOV					O	AOE	30UUE9755800970	UTC 0(+1DT)	MC	H-3D-5A, L-3B	200303
UK15784	EGAA	BELFAST INTL	Belfast			H	AOE	29UPA7959060240	UTC 0(+1DT)	MC	H-2E-3D-5A, L-3B	200303
UK16263	EGBB					H	AOE	30UWD8507512256	UTC 0(+1DT)	MC	H-3D-6F, L-3C-4G	200303
UK16400	EGNR					O		30UWD0148592078	UTC 0(+1DT)	MC	H-3D-5A, L-3C, T-2F	200310
UK17172	EGOD					O		30UVD2427051921	UTC 0(+1DT)	MC	H-3D-5A, L-3B	200303
UK17679	EGEO	NORTH CONNEL						30VUH5215160249	UTC 0(+1DT)		L-3C	200303
UK17785	EGNM						AOE	30UWE8807969433	UTC 0(+1DT)		H-3D-5B, L-3C, T-2F	200310
UK17908	EGCK					O		30UVD1027284698	UTC 0(+1DT)	MC	L-3B	200303
UK17989	EGUO					I		30UWB4959998896	UTC 0(+1DT)	MC	H-3C, 6F, L-4F	200303
UK18040	EGYM					O		31UCU3430735970	UTC 0(+1DT)	MC	H-5B-6F, L-4G	200303
UK19224	EGBE					O	AOE	30UXD0350303249	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK20144	EGSX					O		31UCT0344133915	UTC 0(+1DT)	MC	H-6F, L-4G	200407
UK20730	EGBG							30UXD3326430459	UTC 0(+1DT)	MC	L-3C,-4F	200303
UK20859	EGEC					O		30UUG3005146729	UTC 0(+1DT)	OT	H-2E-3D-5A, L-3B	200303
UK24574	EGVO					O		30UXB4361777873	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK25933	EGVA					I	AOE	30UWC8365126382	UTC 0(+1DT)	MC	H-3C-6F, L-4G	200303
UK27460	EGXC					O		30UXD8975986372	UTC 0(+1DT)	MC	H-5B-6F, L-3C-4G	200303
UK28400	EGXP					O		30UXE6317909306	UTC 0(+1DT)	MC	H-5B, L-3C	200303
UK28936	EGLC	LONDON	London			O		31UBT9564310128	UTC 0(+1DT)	MC	L-4G,	200308
UK30317	EGXG					O		30UXE1874766600	UTC 0(+1DT)	MC	H-5B, L-3C	200310
UK31267	EGHH					O	AOE	30UWB8160425999	UTC 0(+1DT)	MC	H-6F, L-4F	200303
UK31681	EGQS	LOSSIE				O	AOE	30VVJ7978895942	UTC 0(+1DT)	MC	H-2E-5A, L-3C	200303
UK31905	EGFA	WEST WALES				O		30UUC9339375003	UTC 0(+1DT)	MC	H-3C, L-3B-4F	200303
UK32380	EGFH					O		30UVC2605117684	UTC 0(+1DT)	MC	L-4F	200303
UK33658	EGDM					O		30UWB8760467495	UTC 0(+1DT)	MC	H-3C-6F, L-4F, G	200303
UK34160	EGPI					O		29UPB7247474093	UTC 0(+1DT)	MC	H-2E-3D-5A, L-3B	200303
UK34586	EGXZ					O		30UXF0552507597	UTC 0(+1DT)	MC	H-3D-5B, L-3C	200303
UK36364	EGPN					O		30VVH9840856444	UTC 0(+1DT)	MC	L-3C	200303
UK36680	EGPK					O	AOE	30UUG9979852628	UTC 0(+1DT)	MC	H-2E-3D-5A, L-3C, AACDTD	200303
UK37053	EGDR					O	AOE	30UUA3863650640	UTC 0(+1DT)	MC	H-3C, L-4E	200303
UK37375	EGOS					O		30UWD2238249871	UTC 0(+1DT)	MC	H-3D,-5A, L-3A, -4F	200303
UK38224	EGBN					O		30UXD2913965099	UTC 0(+1DT)	MC	L-3C-4G	200303
UK38276	EGMC						AOE	31UCT4030215885	UTC 0(+1DT)		H-6F, L-4G	200308
UK38368	EG							30UVE0837501921	UTC 0(+1DT)		H-3D-5A, L-3B	200303
UK39245	EGXJ					O		30UXD5874245464	UTC 0(+1DT)	MC	H-5B-6F, L-3C-4G	200303
UK41587	EGYE					I		30UXD6377070851	UTC 0(+1DT)	MC	H-5B-6F, L-3C-4G	200303
UK42035	EGVN					H	AOE	30UWC9777434178	UTC 0(+1DT)	MC	H-3C-6F, L-4G	200303
UK44210	EGDG					O	AOE	30UUA5831189518	UTC 0(+1DT)	MC	H-3C, L-4E	200303
UK44350	EGTU					O		30UVB8348034283	UTC 0(+1DT)	MC	L-4F	200303
UK44751	EGPE	DALCROSS				O		30VVJ3729778261	UTC 0(+1DT)	MC	H-2E-5A, L-3C	200303
UK45028	EGLJ					O		30UXC3269526759	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK45319	EGUW					O		31UCT6010277165	UTC 0(+1DT)	MC	H-6F, L-4H	200303
UK45320	EGUB					I		30UXC3183120091	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK45889	EG					O		30VVK4388602159	UTC 0(+1DT)	MB	L-3C	200303
UK45912	EGSC					O		31UCT0696987601	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK47672	EGKB					O	AOE	31UBS9327690797	UTC 0(+1DT)	MC	H-6F, L-4G,	200308
UK47991	EGUY					I		30UXD9694404702	UTC 0(+1DT)	MC	H6F, L4G	200303
UK48218	EGUN					H	AOE	31UCU2884904268	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK48263	EGNV	TEESSIDE				O	AOE	30UXF0168741312	UTC 0(+1DT)	MC	H-3D-5B, L-3C	200303
UK48470	EGOE					I		30UWD3139658041	UTC 0(+1DT)	MC	L-3A, C, T-2F	200310
UK48623	EGXW						AOE	30UXD6552593619	UTC 0(+1DT)		H-5B, L-3C	200303
UK49440	EGMH					O	AOE	31UCS8480789181	UTC 0(+1DT)	MC	H-6F, L-4H	200303
UK52922	EGBO	HALFPENNY GREEN				O		30UWD5025118856	UTC 0(+1DT)	MC	H-3D, L-3C-4F	200303
UK53405	EGSH					O	AOE	31UCU8390037594	UTC 0(+1DT)	MC	H-5B-6F, L-4H	200303
UK54422	EGSF	PETERBOROUGH	Peterbourgh			O		30UXD8672016652	UTC 0(+1DT)	MC	L-4G	200303
UK57075	EGXD					O		30UXE0320799938	UTC 0(+1DT)	MC	H-3D-5B, L-3C	200303
UK57252	EGBJ		Gloucester/Cheltenham			O		30UWC5730549595	UTC 0(+1DT)	MC	L-4F	200303
UK57339	EGPU					O		29VPC3116663672	UTC 0(+1DT)	MC	L-3B	200309
UK57373	EGPD	ABERDEEN	Aberdeen			O	AOE	30VWJ4846840151	UTC 0(+1DT)	MC	H-2E-5A, L-3C	200303
UK58162	EGPB					O	AOE	30VWM9541039151	UTC 0(+1DT)	MC	H-2F, L-1B	200303
UK58751	EGDY					O	AOE	30UWB2533950928	UTC 0(+1DT)	MC	H-3C, L-4F	200303
UK59276	EGDC					O		30UVB1943460148	UTC 0(+1DT)	MC	H-3C, L-4F	200303
UK59431	EGSS		London			H	AOE	31UCT0971351861	UTC 0(+1DT)	MC	H-6F, L-4G	200303
UK59734	EGNH						AOE	30UVE9811458118	UTC 0(+1DT)	MC	H-3D-5A, L-3C, T-2F	200310
UK61528	EGPF					H		30UVG1033292756	UTC 0(+1DT)	MC	H-2E-3D-5A, L-3C	200303
UK62421	EGAC	BELFAST	Belfast			O	AOE	30UUF1453556082	UTC 0(+1DT)	MC	H-2E-3D-5A, L-3B	200303
UK63428	EGGD					H	AOE	30UWB1954992418	UTC 0(+1DT)	MC	H-3C, L-4F	200303
UK67921	EGCC						AOE	30UWE4825911868	UTC 0(+1DT)		H-3D-5A, L-3C, T-2F	200310
UK67956	EGTK	OXFORD	Oxford			O		30UXC1574844237	UTC 0(+1DT)	MC	L-4G	200303
