ARPT_IDENT	PROC	TRM_IDENT	APP_TYPE	ICAO	CAT_A_DH	CAT_A_RV	CAT_A_HA	CAT_A_WX_CL	CAT_A_WX_PV	CAT_B_DH	CAT_B_RV	CAT_B_HA	CAT_B_WX_CL	CAT_B_WX_PV	CAT_C_DH	CAT_C_RV	CAT_C_HA	CAT_C_WX_CL	CAT_C_WX_PV	CAT_D_DH	CAT_D_RV	CAT_D_HA	CAT_D_WX_CL	CAT_D_WX_PV	CAT_E_DH	CAT_E_RV	CAT_E_HA	CAT_E_WX_CL	CAT_E_WX_PV	MIN_RMK	CYCLE_DATE
US50130	3	I10    ILS RW10	S-LOC 10	KMAF	03260	/24	392	0400	0.5  	03260	/24	392	0400	0.5  	03260	/24	392	0400	0.5  	03260	/40	392	0400	0.75 	03260	/40	392	0400	0.75 		200205
US50130	3	I10-H  HI ILS RW10	CIRCLING	KMAF	NA			    	     	NA			    	     	03340	-1.50	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.50	729	0800	2.5  		200405
US50130	3	I10-H  HI ILS RW10	S-ASR 10	KMAF	NA			    	     	NA			    	     	03260	/24	392	0400	0.5  	03260	/50	392	0400	1    	03260	/50	392	0400	1    		200405
US50130	3	I10-H  HI ILS RW10	S-ILS 10	KMAF	NA			    	     	NA			    	     	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  		200405
US50130	3	I10-H  HI ILS RW10	S-LOC 10	KMAF	NA			    	     	NA			    	     	03260	/24	392	0400	0.5  	03260	/40	392	0400	0.75 	03260	/50	392	0400	1    		200405
US50130	3	S16R   VOR RW16R	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		199910
US50130	3	S16R   VOR RW16R	S-16R	KMAF	03260	-1	389	0400	1    	03260	-1	389	0400	1    	03260	-1	389	0400	1    	03260	-1.25	389	0400	1.25 	03260	-1.25	389	0400	1.25 		199910
US50130	3	T16R   TACAN RW16R	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	T16R   TACAN RW16R	S-16R	KMAF	03260	-1	389	0400	1    	03260	-1	389	0400	1    	03260	-1	389	0400	1    	03260	-1.25	389	0400	1.25 	03260	-1.25	389	0400	1.25 		200405
US50130	3	T16R-H HI TACAN RW16R	CIRCLING	KMAF	NA			    	     	NA			    	     	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	T16R-H HI TACAN RW16R	S-16R	KMAF	NA			    	     	NA			    	     	03260	-1	389	0400	1    	03260	-1.25	389	0400	1.25 	03260	-1.25	389	0400	1.25 		200405
US50130	3	T16R-H HI TACAN RW16R	S-ASR 16R	KMAF	NA			    	     	NA			    	     	03280	-1.25	409	0500	1.25 	03280	-1.25	409	0500	1.25 	03280	-1.5	409	0500	1.5  		200405
US50130	3	T34L   TACAN RW34L	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	T34L   TACAN RW34L	S-34L	KMAF	03260	-1	403	0400	1    	03260	-1	403	0400	1    	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50130	3	T34L-H HI TACAN RW34L	CIRCLING	KMAF	NA			    	     	NA			    	     	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	T34L-H HI TACAN RW34L	S-34L	KMAF	NA			    	     	NA			    	     	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50130	3	T34L-H HI TACAN RW34L	S-ASR 34L	KMAF	NA			    	     	NA			    	     	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50155	3	B24    LOC BC RW24	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200609
US50155	3	B24    LOC BC RW24	S-24	KGRB	01100	-1	418	0500	1    	01100	-1	418	0500	1    	01100	-1.25	418	0500	1.25 	01100	-1.25	418	0500	1.25 	NA			    	     		200609
US50155	3	D36    VORDME RW36	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200009
US50155	3	D36    VORDME RW36	S-36	KGRB	01060	/50	378	0400	1    	01060	/50	378	0400	1    	01060	/50	378	0400	1    	01060	/60	378	0400	1.25 	NA			    	     		200009
US50155	3	EVORA  VOR-A	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200009
US50155	3	EVORA  VOR-A	S-12	KGRB	01140	-1	445	0500	1    	01140	-1	445	0500	1    	01140	-1.25	445	0500	1.25 	01140	-1.5	445	0500	1.5  	NA			    	     		200009
US50155	3	G06    RNAV (GPS) RW06	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200011
US50155	3	G06    RNAV (GPS) RW06	GLS PA DA	KGRB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200211
US50155	3	G06    RNAV (GPS) RW06	LNAV MDA	KGRB	01100	/24	408	0500	0.5  	01100	/24	408	0500	0.5  	01100	/40	408	0500	0.75 	01100	/50	408	0500	1    	NA			    	     	For inop MALSR, increase Cat D vis to RVR 60.	200211
US50155	3	G06    RNAV (GPS) RW06	LNAV/VNAV DA	KGRB	01000	/24	308	0400	0.5  	01000	/24	308	0400	0.5  	01000	/24	308	0400	0.5  	01000	/40	308	0400	0.75 	NA			    	     	For inop MALSR, increase Cat D vis to RVR 50 .	200211
US50155	3	G18    RNAV (GPS) RW18	CIRCLING	KGRB	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200213
US50155	3	G18    RNAV (GPS) RW18	GLS PA DA	KGRB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200108
US50155	3	G18    RNAV (GPS) RW18	LNAV MDA	KGRB	01120	-1	425	0500	1    	01120	-1	425	0500	1    	01120	-1.25	425	0500	1.25 	01120	-1.25	425	0500	1.25 	NA			    	     		200108
US50155	3	G18    RNAV (GPS) RW18	LNAV/VNAV DA	KGRB	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	NA			    	     		200211
US50155	3	G24    RNAV (GPS) RW24	CIRCLING	KGRB	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200108
US50155	3	G24    RNAV (GPS) RW24	GLS PA DA	KGRB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200108
US50155	3	G24    RNAV (GPS) RW24	LNAV MDA	KGRB	01100	-1	418	0500	1    	01100	-1	418	0500	1    	01100	-1.25	418	0500	1.25 	01100	-1.25	418	0500	1.25 	NA			    	     		200108
US50155	3	G24    RNAV (GPS) RW24	LNAV/VNAV DA	KGRB	01140	-1.5	458	0500	1.5  	01140	-1.5	458	0500	1.5  	01140	-1.5	458	0500	1.5  	01140	-1.5	458	0500	1.5  	NA			    	     		200108
US50155	3	G36    RNAV (GPS) RW36	CIRCLING	KGRB	01160	-1.25	465	0500	1.25 	01160	-1.25	465	0500	1.25 	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200011
US50155	3	G36    RNAV (GPS) RW36	GLS PA DA	KGRB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200213
US50155	3	G36    RNAV (GPS) RW36	LNAV MDA	KGRB	01060	/24	378	0400	0.5  	01060	/24	378	0400	0.5  	01060	/24	378	0400	0.5  	01060	/50	378	0400	1    	NA			    	     	For inop MALSR, increase Cat D vis to RVR 60.	200211
US50155	3	G36    RNAV (GPS) RW36	LNAV/VNAV DA	KGRB	01060	/40	378	0400	0.75 	01060	/40	378	0400	0.75 	01060	/40	378	0400	0.75 	01060	/40	378	0400	0.75 	NA			    	     		200011
US50155	3	I06    ILS RW06	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200005
US50155	3	I06    ILS RW06	S-ILS 06	KGRB	00892	/24	200	0200	0.5  	00892	/24	200	0200	0.5  	00892	/24	200	0200	0.5  	00892	/24	200	0200	0.5  	NA			    	     		200005
US50155	3	I06    ILS RW06	S-LOC 06	KGRB	01100	/24	408	0500	0.5  	01100	/24	408	0500	0.5  	01100	/24	408	0500	0.5  	01100	/40	408	0500	0.75 	NA			    	     		200005
US50155	3	I36    ILS RW36	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200201
US50155	3	I36    ILS RW36	S-ILS 36	KGRB	00882	/24	358	0200	0.5  	00882	/24	358	0200	0.5  	00882	/24	358	0200	0.5  	00882	/24	358	0200	0.5  	NA			    	     		200201
US50155	3	I36    ILS RW36	S-LOC 36	KGRB	01040	/24	358	0400	0.5  	01040	/24	358	0400	0.5  	01040	/24	358	0400	0.5  	01040	/40	358	0400	0.75 	NA			    	     		200201
US50155	3	T36    TACAN RW36	CIRCLING	KGRB	01160	-1	465	0500	1    	01160	-1	465	0500	1    	01160	-1.5	465	0500	1.5  	01260	-2	565	0600	2    	NA			    	     		200009
US50155	3	T36    TACAN RW36	S-36	KGRB	01060	/50	378	0400	1    	01060	/50	378	0400	1    	01060	/50	378	0400	1    	01060	/60	378	0400	1.25 	NA			    	     		200009
US50325	3	I23    ILS RW23	CIRCLING	KZ	00520	-1	487	0500	1    	00520	-1	487	0500	1    	00520	-1.5	487	0500	1.5  	00720	-2.25	687	0700	2.25 	NA			    	     		200113
US50325	3	I23    ILS RW23	S-ILS 23	KZ	00231	-0.5	200	0200	0.5  	00231	-0.5	200	0200	0.5  	00231	-0.5	200	0200	0.5  	00231	-0.5	200	0200	0.5  	NA			    	     		200308
US50325	3	I23    ILS RW23	S-LOC 23	KZ	00440	-0.75	409	0500	0.75 	00440	-0.75	409	0500	0.75 	00440	-0.75	409	0500	0.75 	00440	-0.75	409	0500	0.75 	NA			    	     	For inop MALSR, increase Cat A, B vis to1 mi.	200211
US50325	3	S05    VOR RW05	CIRCLING	KZ	00700	-1	668	0700	1    	00700	-1	668	0700	1    	00700	-1.75	668	0700	1.75 	00720	-2.25	688	0700	2.25 	NA			    	     		200313
US50325	3	S05    VOR RW05	CIRCLING+	KZ	00520	-1	488	0500	1    	00520	-1	488	0500	1    	00520	-1.5	488	0500	1.5  	00720	-2.25	688	0700	2.25 	NA			    	     	+BAYAV FIX MINIMUMS.	200313
US50325	3	S05    VOR RW05	S-05	KZ	00700	-1	668	0700	1    	00700	-1	668	0700	1    	00700	-1.75	668	0700	1.75 	00700	-2	668	0700	2    	NA			    	     		200313
US50325	3	S05    VOR RW05	S-05+	KZ	00460	-1	428	0500	1    	00460	-1	428	0500	1    	00460	-1.25	428	0500	1.25 	00460	-1.5	428	0500	1.5  	NA			    	     	+BAYAV FIX MINIMUMS	200313
US50365	3	N28    NDB RW28	CIRCLING	KZ	00960	-1	576	0600	1    	00960	-1	576	0600	1    	NA			    	     	NA			    	     	NA			    	     		199903
US50365	3	N28    NDB RW28	S-28	KZ	00960	-1	582	0600	1    	00960	-1	582	0600	1    	NA			    	     	NA			    	     	NA			    	     		199903
US50423	3	EVORB  VOR-B	CIRCLING	KZ	01340	-1	578	0600	1    	01380	-1	618	0700	1    	01500	-2	738	0800	2    	01540	-2.5	778	0800	2.5  	NA			    	     		200001
US50423	3	G31    RNAV (GPS) RW31	CIRCLING	KZ	01300	-1	538	0600	1    	01380	-1	618	0700	1    	01500	-2	738	0800	2    	01540	-2.5	778	0800	2.5  	NA			    	     		200011
US50423	3	G31    RNAV (GPS) RW31	GLS DA	KZ	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200212
US50423	3	G31    RNAV (GPS) RW31	LNAV MDA	KZ	01260	-0.75	528	0500	0.75 	01260	-0.75	528	0500	0.75 	01260	-1	528	0500	1    	01260	-1.25	528	0500	1.25 	NA			    	     	For inop MALSR increase MDA Cat A/ B visto 1 mile.	200212
US50423	3	G31    RNAV (GPS) RW31	LNAV/VNAV DA	KZ	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200212
US50423	3	I31    ILS RW31	CIRCLING	KZ	01300	-1	538	0600	1    	01380	-1	618	0700	1    	01500	-2	738	0800	2    	01540	-2.5	778	0800	2.5  	NA			    	     		200513
US50423	3	I31    ILS RW31	CIRCLING*	KZ	01340	-1	578	0600	1    	01420	-1	658	0700	1    	01540	-2.25	778	0800	2.25 	01580	-2.75	818	0900	2.75 	NA			    	     	*Downtown executive altimeter setting minimums	200513
US50423	3	I31    ILS RW31	S-ILS 31	KZ	00932	-0.75	200	0200	0.75 	00932	-0.75	200	0200	0.75 	00932	-0.75	200	0200	0.75 	00932	-0.75	200	0200	0.75 	NA			    	     		200513
US50423	3	I31    ILS RW31	S-ILS 31*	KZ	00969	-0.75	237	0300	0.75 	00969	-0.75	237	0300	0.75 	00969	-0.75	237	0300	0.75 	00969	-0.75	237	0300	0.75 	NA			    	     	*Downtown executive altimeter setting minimums	200513
US50423	3	L31    LOC RW31	CIRCLING	KZ	01300	-1	538	0600	1    	01380	-1	618	0700	1    	01500	-2	738	0800	2    	01540	-2.5	778	0800	2.5  	NA			    	     		200513
US50423	3	L31    LOC RW31	CIRCLING*	KZ	01340	-1	578	0600	1    	01420	-1	658	0700	1    	01540	-2.25	778	0800	2.25 	01580	-2.75	818	0900	2.75 	NA			    	     	*Downtown executive altimeter setting minimums	200513
US50423	3	L31    LOC RW31	S-LOC 31	KZ	01080	-0.75	348	0400	0.75 	01080	-0.75	348	0400	0.75 	01080	-0.75	348	0400	0.75 	01080	-0.75	348	0400	0.75 	NA			    	     		200513
US50423	3	L31    LOC RW31	S-LOC 31*	KZ	01120	-0.75	388	0400	0.75 	01120	-0.75	388	0400	0.75 	01120	-0.75	388	0400	0.75 	01120	-0.75	388	0400	0.75 	NA			    	     	*Downtown executive altimeter setting minimums	200513
US50520	3	I05    ILS RW05	CIRCLING	KZ	00660	-1	534	0600	1    	00660	-1	534	0600	1    	00660	-1.5	534	0600	1.5  	NA			    	     	NA			    	     		199904
US50520	3	I05    ILS RW05	S-ILS 05	KZ	00324	-0.75	200	0200	0.75 	00324	-0.75	200	0200	0.75 	00324	-0.75	200	0200	0.75 	NA			    	     	NA			    	     		199904
US50520	3	I05    ILS RW05	S-LOC 05	KZ	00500	-1	376	0400	1    	00500	-1	376	0400	1    	00500	-1	376	0400	1    	NA			    	     	NA			    	     		199904
US50589	3	N10    NDB RW10	CIRCLING	KZ	00620	-1	512	0600	1    	00620	-1	512	0600	1    	00620	-1.5	512	0600	1.5  	00780	-2.25	672	0700	2.25 	NA			    	     		200310
US50589	3	N10    NDB RW10	S-10	KZ	00620	-1	512	0600	1    	00620	-1	512	0600	1    	00620	-1.5	512	0600	1.5  	00620	-1.75	512	0600	1.75 	NA			    	     		200003
US50589	3	O10    GPS RW10(OVERLAY)	CIRCLING	KZ	00620	-1	512	0600	1    	00620	-1	512	0600	1    	00620	-1.5	512	0600	1.5  	00780	-2.25	672	0700	2.25 	NA			    	     		200310
US50589	3	O10    GPS RW10(OVERLAY)	S-10	KZ	00620	-1	512	0600	1    	00620	-1	512	0600	1    	00620	-1.5	512	0600	1.5  	00620	-1.75	512	0600	1.75 	NA			    	     		200107
US50608	3	D31    VORDME RW31	CIRCLING	PAHP	00420	-1	413	0500	1    	00460	-1	453	0500	1    	00460	-1.5	453	0500	1.5  	00560	-2	553	0600	2    	NA			    	     		200610
US50608	3	D31    VORDME RW31	S-31	PAHP	00360	-1	353	0400	1    	00360	-1	353	0400	1    	00360	-1	353	0400	1    	00360	-1.25	353	0400	1.25 	NA			    	     		200610
US50608	3	G13    RNAV (GPS) RW13	CIRCLING	PAHP	00420	-1	413	0500	1    	00460	-1	453	0500	1    	00460	-1.5	453	0500	1.5  	00560	-2	553	0600	2    	NA			    	     		200610
US50608	3	G13    RNAV (GPS) RW13	LNAV MDA	PAHP	00380	-1	373	0400	1    	00380	-1	373	0400	1    	00380	-1	373	0400	1    	00380	-1.25	373	0400	1.25 	NA			    	     		200610
US50608	3	G31    RNAV (GPS) RW31	CIRCLING	PAHP	00420	-1	413	0500	1    	00460	-1	453	0500	1    	00460	-1.5	453	0500	1.5  	00560	-2	553	0600	2    	NA			    	     		200610
US50608	3	G31    RNAV (GPS) RW31	LNAV MDA	PAHP	00360	-1	353	0400	1    	00360	-1	353	0400	1    	00360	-1	353	0400	1    	00360	-1.25	353	0400	1.25 	NA			    	     		200610
US50692	3	N18    NDB RW18	CIRCLING	KZ	02300	-1	763	0800	1    	02300	-1.25	763	0800	1.25 	02300	-2.25	763	0800	2.25 	NA			    	     	NA			    	     		200301
US50692	3	N18    NDB RW18	S-18	KZ	02300	-1	763	0800	1    	02300	-1.25	763	0800	1.25 	02300	-2.25	763	0800	2.25 	NA			    	     	NA			    	     		200301
US50692	3	O18    GPS RW18(OVERLAY)	CIRCLING	KZ	02300	-1	763	0800	1    	02300	-1.25	763	0800	1.25 	02300	-2.25	763	0800	2.25 	NA			    	     	NA			    	     		200301
US50692	3	O18    GPS RW18(OVERLAY)	S-18	KZ	02300	-1	763	0800	1    	02300	-1.25	763	0800	1.25 	02300	-2.25	763	0800	2.25 	NA			    	     	NA			    	     		200301
US50734	3	I21    ILS RW21	CIRCLING	KCKB	01920	-1	703	0800	1    	01920	-1	703	0800	1    	01920	-2	703	0800	1.25 	02040	-2.75	823	0900	1.5  	NA			    	     		200001
US50734	3	I21    ILS RW21	S-ILS 21	KCKB	01417	/24	200	0200	0.5  	01417	/24	200	0200	0.5  	01417	/24	200	0200	0.5  	01417	/24	200	0200	0.5  	NA			    	     		200313
US50734	3	I21    ILS RW21	S-LOC 21	KCKB	01840	/24	623	0700	1    	01840	/24	623	0700	1    	01840	/60	623	0700	1.25 	01840	-1.5	623	0700	1.5  	NA			    	     		200001
US50734	3	O03    GPS RW03(OVERLAY)	CIRCLING	KCKB	01920	-1	703	0800	1    	01920	-1	703	0800	1    	01920	-2	703	0800	2    	02040	-2.75	823	0900	2.75 	NA			    	     		199906
US50734	3	O03    GPS RW03(OVERLAY)	S-03	KCKB	01860	-1	677	0700	1    	01860	-1	677	0700	1    	01860	-2	677	0700	2    	01860	-1.25	677	0700	1.25 	NA			    	     		200210
US50734	3	S03    VOR RW03	CIRCLING	KCKB	01920	-1	703	0800	1    	01920	-1	703	0800	1    	01920	-2	703	0800	2    	02040	-2.75	823	0900	2.75 	NA			    	     		199906
US50734	3	S03    VOR RW03	S-03	KCKB	01860	-1	677	0700	1    	01860	-1	677	0700	1    	01860	-2	677	0700	2    	01860	-2.25	677	0700	2.25 	NA			    	     		200210
US50813	3	D01-H  HI VORDME RW01	CIRCLING	KAPN	NA			    	     	NA			    	     	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	01280	-2	591	0600	2    		200604
US50813	3	D01-H  HI VORDME RW01	S-01	KAPN	NA			    	     	NA			    	     	01140	-0.75	455	0500	0.75 	01140	-1	455	0500	1    	01140	-1	455	0500	1    		200604
US50813	3	I01    ILS RW01	CIRCLING	KAPN	01140	-1	451	0500	1    	01140	-1	451	0500	1    	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	NA			    	     		200604
US50813	3	I01    ILS RW01	S-ILS 01	KAPN	00885	-0.5	200	0200	0.5  	00885	-0.5	200	0200	0.5  	00885	-0.5	200	0200	0.5  	00885	-0.5	200	0200	0.5  	NA			    	     		200604
US50813	3	I01    ILS RW01	S-LOC 01	KAPN	01140	-0.5	455	0500	0.5  	01140	-0.5	455	0500	0.5  	01140	-0.75	455	0500	0.75 	01140	-1	455	0500	1    	NA			    	     		200604
US50813	3	I01-H  HI ILS/DME RW01	CIRCLING	KAPN	NA			    	     	NA			    	     	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	01280	-2	591	0600	2    		200604
US50813	3	I01-H  HI ILS/DME RW01	S-ILS 01	KAPN	NA			    	     	NA			    	     	00885	-0.5	200	0200	0.5  	00885	-0.5	200	0200	0.5  	00885	-0.5	200	0200	0.5  		200604
US50813	3	I01-H  HI ILS/DME RW01	S-LOC 01	KAPN	NA			    	     	NA			    	     	01140	-0.75	455	0500	0.75 	01140	-1	455	0500	1    	01140	-1	455	0500	1    		200604
US50813	3	N01    NDB RW01	CIRCLING	KAPN	01200	-1	511	0600	1    	01200	-1	511	0600	1    	01200	-1.5	511	0600	1.5  	01240	-2	551	0600	2    	NA			    	     		200010
US50813	3	N01    NDB RW01	S-01	KAPN	01200	-0.75	515	0600	0.75 	01200	-0.75	515	0600	0.75 	01200	-1	515	0600	1    	01200	-1.5	515	0600	1.5  	NA			    	     		200010
US50813	3	O01    GPS RW01(OVERLAY)	CIRCLING	KAPN	01200	-1	511	0600	1    	01200	-1	511	0600	1    	01200	-1.5	511	0600	1.5  	01240	-2	551	0600	2    	NA			    	     		200010
US50813	3	O01    GPS RW01(OVERLAY)	S-01	KAPN	01200	-0.75	515	0600	0.75 	01200	-0.75	515	0600	0.75 	01200	-1	515	0600	1    	01200	-1.5	515	0600	1.5  	NA			    	     		200010
US50813	3	O19    GPS RW19(OVERLAY)	CIRCLING	KAPN	01220	-1	531	0600	1    	01220	-1	531	0600	1    	01220	-1.5	531	0600	1.5  	01240	-2	551	0600	2    	NA			    	     		200102
US50813	3	O19    GPS RW19(OVERLAY)	CIRCLING*	KAPN	01120	-1	431	0500	1    	01140	-1	451	0500	1    	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	NA			    	     	*DME MINIMUMS	200102
US50813	3	O19    GPS RW19(OVERLAY)	S-19	KAPN	01220	-1	537	0600	1    	01220	-1	537	0600	1    	01220	-1.5	537	0600	1.5  	01220	-1.75	537	0600	1.75 	NA			    	     		200102
US50813	3	O19    GPS RW19(OVERLAY)	S-19*	KAPN	01100	-1	417	0500	1    	01100	-1	417	0500	1    	01100	-1.25	417	0500	1.25 	01100	-1.25	417	0500	1.25 	NA			    	     	*DME MINIMUMS	200102
US50813	3	S01    VOR RW01	CIRCLING	KAPN	01280	-1	591	0600	1    	01280	-1	591	0600	1    	01280	-1.5	591	0600	1.5  	01280	-2	591	0600	2    	NA			    	     		199903
US50813	3	S01    VOR RW01	CIRCLING*	KAPN	01140	-1	451	0500	1    	01140	-1	451	0500	1    	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	NA			    	     	*DME MINIMUMS	200007
US50813	3	S01    VOR RW01	S-01	KAPN	01280	-0.5	595	0600	0.5  	01280	-0.5	595	0600	0.5  	01280	-1	595	0600	1    	01280	-1.25	595	0600	1.25 	NA			    	     	DME MINIMUMS	200007
US50813	3	S01    VOR RW01	S-01*	KAPN	01140	-0.5	455	0500	0.5  	01140	-0.5	455	0500	0.5  	01140	-0.75	455	0500	0.75 	01140	-1	455	0500	1    	NA			    	     	*DME MINIMUMS	199912
US50813	3	S19    VOR RW19	CIRCLING	KAPN	01220	-1	531	0600	1    	01220	-1	531	0600	1    	01220	-1.5	531	0600	1.5  	01240	-2	551	0600	2    	NA			    	     		200102
US50813	3	S19    VOR RW19	CIRCLING*	KAPN	01120	-1	431	0500	1    	01140	-1	451	0500	1    	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	NA			    	     	*DME MINIMUMS	200102
US50813	3	S19    VOR RW19	S-19	KAPN	01220	-1	537	0600	1    	01220	-1	537	0600	1    	01220	-1.5	537	0600	1.5  	01220	-1.75	537	0600	1.75 	NA			    	     		200102
US50813	3	S19    VOR RW19	S-19*	KAPN	01100	-1	417	0500	1    	01100	-1	417	0500	1    	01100	-1.25	417	0500	1.25 	01100	-1.25	417	0500	1.25 	NA			    	     	*DME MINIMUMS	200102
US50813	3	T01-H  HI TACAN RW01	CIRCLING	KAPN	NA			    	     	NA			    	     	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	01280	-2	591	0600	2    		200604
US50813	3	T01-H  HI TACAN RW01	S-01	KAPN	NA			    	     	NA			    	     	01140	-0.75	455	0500	0.75 	01140	-1	455	0500	1    	01140	-1	455	0500	1    		200604
US50813	3	T19-H  HI TACAN RW19	CIRCLING	KAPN	NA			    	     	NA			    	     	01140	-1.5	451	0500	1.5  	01240	-2	551	0600	2    	01280	-2	591	0600	2    		200604
US50813	3	T19-H  HI TACAN RW19	S-19	KAPN	NA			    	     	NA			    	     	01140	-1.25	457	0500	1.25 	01140	-1.5	457	0500	1.5  	01140	-1.5	457	0500	1.5  		200604
US50867	3	EVORA  VORDME-A	CIRCLING	KZ	00580	-1	480	0500	1    	00580	-1.25	480	0500	1.25 	00580	-1.5	480	0500	1.5  	NA			    	     	NA			    	     		199912
US50867	3	EVORA  VORDME-A	CIRCLING*	KZ	00700	-1	600	0600	1    	00700	-1.25	600	0600	1.25 	00700	-1.5	600	0600	1.5  	NA			    	     	NA			    	     	VICTORIA ALTIMETER SETTING	199912
US50867	3	OGPSA  GPS-A(OVERLAY)	CIRCLING	KZ	00580	-1	480	0500	1    	00580	-1.25	480	0500	1.25 	00580	-1.5	480	0500	1.5  	NA			    	     	NA			    	     		200111
US50867	3	OGPSA  GPS-A(OVERLAY)	CIRCLING*	KZ	00700	-1	600	0600	1    	00700	-1.25	600	0600	1.25 	00700	-1.5	600	0600	1.5  	NA			    	     	NA			    	     	VICTORIA ALTIMETER SETTING	200111
US50909	3	S11    VOR RW11	CIRCLING	KZ	01640	-1.75	1248	1300	1.75 	01680	-1.5	1288	1300	1.5  	01720	-3	1328	1400	3    	01720	-3	1328	1400	3    	NA			    	     		199903
US50909	3	S11    VOR RW11	S-11	KZ	01640	-1.25	1258	1300	1.25 	01680	-1.5	1298	1300	1.5  	01720	-3	1338	1400	3    	01720	-3	1338	1400	3    	NA			    	     		199903
US50911	3	FNDBA  NDB-A	CIRCLING	KZ	02480	-1	573	0600	1    	02500	-1	593	0600	1    	02500	-1.5	593	0600	1.5  	NA			    	     	NA			    	     	Circling not authorized NE of RWY 13-31.	200110
US50911	3	G13    RNAV (GPS) RW13	CIRCLING	KZ	02480	-1	573	0600	1    	02500	-1	593	0600	1    	02500	-1.5	593	0600	1.5  	NA			    	     	NA			    	     	Circling not authorized northeast of  Rwy 13-31.	200501
US50911	3	G13    RNAV (GPS) RW13	LNAV MDA	KZ	02420	-1	513	0600	1    	02420	-1	513	0600	1    	02420	-1.5	513	0600	1.5  	NA			    	     	NA			    	     		200105
US50911	3	G31    RNAV (GPS) RW31	CIRCLING	KZ	02500	-1	593	0600	1    	02500	-1	593	0600	1    	02500	-1.75	593	0600	1.75 	NA			    	     	NA			    	     	Circling NA NE of Rwy 13-31.	200304
