SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE
MOA US 02158		M	TIGER NORTH MOA, ND (XA)	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	132.15  M	269.6   M	L	018000AMSL	03001AGL	INTMT BY NOTAM	VFR-IFR	200505
MOA US 02160		M	TIGER NORTH MOA, ND (XB)	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	132.15  M	269.6   M	L	018000AMSL	01501AGL	INTMT BY NOTAM	VFR-IFR	200505
MOA US 02162		M	TIGER NORTH MOA, ND (XC)	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	132.15  M	269.6   M	L	018000AMSL	01501AGL	INTMT BY NOTAM	VFR-IFR	200505
MOA US 02164		M	TIGER NORTH MOA, ND (XD)	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	132.15  M	269.6   M	L	018000AMSL	01501AGL	INTMT BY NOTAM	VFR-IFR	200505
MOA US 02166		M	TIGER SOUTH MOA, ND	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	132.15  M	269.6   M	L	018000AMSL	06000AMSL	INTMT BY NOTAM	VFR-IFR	200505
MOA US 02168		M	TOMBSTONE A MOA, AZ	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	134.45  M	327.15  M	L	014499AMSL	00500AGL	MON-FRI 1300-0400Z OT BY NOTAM	VFR-IFR	200210
MOA US 02170		M	TOMBSTONE B MOA, AZ	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	134.45  M	327.15  M	L	014499AMSL	00500AGL	MON-FRI 1300-0400Z OT BY NOTAM	VFR-IFR	200411
MOA US 02172		M	TOMBSTONE C MOA, AZ	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	134.45  M	327.15  M	L	018000AMSL	14500AMSL	MON-FRI 1300-0400Z OT BY NOTAM	VFR-IFR	200505
MOA US 02174		M	TORTUGAS MOA, FL	KZMA	FAA, MIAMI ARTCC	WGE	WGE	MIAMI CENTER	132.2   M	323.1   M	L	018000AMSL	05000AMSL	INTMT 1200-0400Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02176		M	TRUMAN A MOA, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	135.575 M	323.15  M	L	018000AMSL	08000AMSL	1200-0600Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02178		M	TRUMAN B MOA, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	135.575 M	323.15  M	L	018000AMSL	08000AMSL	1200-0600Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02180		M	TRUMAN C MOA, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	135.575 M	323.15  M	L	018000AMSL	00500AGL	1200-0600Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02182		M	TRUMAN C MOA, MO (XA)	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	135.575 M	323.15  M	L	018000AMSL	01501AGL	1200-0600Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02184		M	TURTLE MOA, AZ	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	128.15  M	285.6   M	L	018000AMSL	11000AMSL	MON-FRI 1300-0600Z OT BY NOTAM	VFR-IFR	200505
MOA US 02186		M	TWELVE MILE EAST MOA, IN	KZID	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	125.37  M	134.875 M	L	009999AMSL	00500AGL	MON-SAT 1500Z++-SS +.5 HR OT BY NOTAM	VFR-IFR	200407
MOA US 02188		M	TWELVE MILE WEST  MOA, IN	KZID	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	125.37  M	134.875 M	L	005999AMSL	00500AGL	MON-SAT 1500Z++-SS +.5 HR OT BY NOTAM	VFR-IFR	200407
MOA US 02190		M	TWO BUTTES HIGH MOA, CO	KZDV	FAA, DENVER ARTCC	WGE	WGE	DENVER CENTER	128.37  M	379.95  M	B	018000AMSL	10000AMSL	TUE-SAT SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02192		M	TWO BUTTES LOW MOA, CO	KZDV	FAA, DENVER ARTCC	WGE	WGE	DENVER CENTER	128.37  M	379.95  M	L	009999AMSL	00300AGL	INTMT BY NOTAM EXCLD BTN 0500-1400Z++	VFR-IFR	200407
MOA US 02194		M	TYNDALL B MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	09000AMSL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02196		M	TYNDALL C MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	006000AMSL	00300AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200210
MOA US 02200		M	TYNDALL D MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	006000AMSL	00300AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200210
MOA US 02202		M	TYNDALL E MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	00300AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02204		M	TYNDALL E MOA, FL (XA)	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02206		M	TYNDALL E MOA, FL (XB)	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02208		M	TYNDALL F MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	00300AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02210		M	TYNDALL F MOA, FL (XA)	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02212		M	TYNDALL F MOA, FL (XB)	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02214		M	TYNDALL G MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01000AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02216		M	TYNDALL G MOA, FL (XA)	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02218		M	TYNDALL G MOA, FL (XB)	KZAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	01501AGL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02220		M	TYNDALL H MOA, FL	KPAM	USAF, TYNDALL RADAR APP CON	WGE	WGE	TYNDALL APPROACH	119.1   M	124.15  M	L	018000AMSL	09000AMSL	INTMT MON-FRI SR-SS OT BY NOTAM	VFR-IFR	200505
MOA US 02240		M	VALENTINE MOA, TX	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.55  M	343.6   M	L	018000AMSL	15000AMSL	BY NOTAM	VFR-IFR	200505
MOA US 02242		M	VANCE 1A MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	126.95  M	379.2   M	L	018000AMSL	10000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR-IFR	200608
MOA US 02243		M	VANCE 1B MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	127.8   M	319.1   M	L	018000AMSL	07000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR-IFR	200608
MOA US 02244		M	VANCE 1C MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CNTR	126.95  M	379.2   M	L	018000AMSL	10000AMSL	MON-FRI, SR-SS + 1HR, OT BY NOTAM	VFR	200608
MOA US 02245		M	VANCE 1D MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CNTR	126.95  M	379.2   M	L	018000AMSL	10000AMSL	MON-FRI, SR- 1HR-SS + 1HR, OT BY NOTAM	VFR	200608
MOA US 02246		M	VIPER A MOA, AK	PAZA	FAA, FAIRBANKS TWR	WGE	WGE	FAIRBANKS TOWER	126.5   M	257.8   M	L	010000AMSL	00500AGL	INTMT MON-FRI 1600-0700Z++ CTC FSS OR	VFR-IFR	200407
MOA US 02248		M	VIPER A MOA, AK (XA)	PAZA	FAA, FAIRBANKS TWR	WGE	WGE	FAIRBANKS TOWER	126.5   M	257.8   M	L	010000AMSL	05001AMSL	INTMT MON-FRI 1600-0700Z++ CTC FSS OR	VFR-IFR	200407
MOA US 02249		M	VIPER A MOA, AK (XB)	PAZA	FAA, FAIRBANKS TWR	WGE	WGE	FAIRBANKS TOWER	126.5   M	257.8   M	L	010000AMSL	03001AMSL	INTMT MON-FRI 1600-0700Z++ CTC FSS OR	VFR-IFR	200407
MOA US 02250		M	VIPER B MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	10000AMSL	INTMT MON-FRI 1600-0700Z++ CTC FSS OR	VFR-IFR	200505
MOA US 02254		M	VOLK SOUTH MOA, WI	KZAU	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	133.30  M	380.35  M	L	018000AMSL	00500AGL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200505
MOA US 02256		M	VOLK SOUTH MOA, WI (XA)	KZAU	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	133.3   M	380.35  M	L	018000AMSL	01501AGL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200505
MOA US 02258		M	VOLK SOUTH MOA, WI (XB)	KZAU	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	133.3   M	380.35  M	L	018000AMSL	01501AGL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200505
MOA US 02260		M	VOLK SOUTH MOA, WI (XC)	KZAU	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	133.3   M	380.35  M	L	018000AMSL	01501AGL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200505
MOA US 02261		M	VOLK EAST MOA, WI	KZAU	FAA, CHICAGO ARTCC	WGE	WGE	CHICAGO CENTER	133.3   M	380.35  M	L	018000AMSL	08000AMSL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200507
MOA US 02262		M	VOLK WEST MOA, WI	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	317.7   M	363.0   M	L	018000AMSL	00100AGL	INTMT BY NOTAM TUE-SAT 1400-2200Z++	VFR-IFR	200505
MOA US 02280		M	WARRIOR 1 HIGH MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	018000AMSL	10000AMSL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02282		M	WARRIOR 1 LOW MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	00100AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02284		M	WARRIOR 1 LOW MOA, LA (XA)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	135.7   M	381.5   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200210
MOA US 02286		M	WARRIOR 1 LOW MOA, LA (XB)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	135.7   M	381.5   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200210
MOA US 02288		M	WARRIOR 2 HIGH MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	018000AMSL	10000AMSL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02290		M	WARRIOR 2 LOW MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	00100AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02292		M	WARRIOR 2 LOW MOA, LA (XA)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02294		M	WARRIOR 2 LOW MOA, LA (XB)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02296		M	WARRIOR 2 LOW MOA, LA (XC)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02298		M	WARRIOR 3 HIGH MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	018000AMSL	10000AMSL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02300		M	WARRIOR 3 LOW MOA, LA	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	00100AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02302		M	WARRIOR 3 LOW MOA, LA (XA)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02304		M	WARRIOR 3 LOW MOA, LA (XB)	KZHU	FAA, HOUSTON ARTCC	WGE	WGE	HOUSTON CENTER	120.97  M	299.6   M	L	009999AMSL	01501AGL	MON-FRI 1000-0100Z++ 0T BY NOTAM	VFR-IFR	200604
MOA US 02306		M	WASHITA MOA, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	L	018000AMSL	08000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR-IFR	200513
MOA US 02308		M	WESTOVER 1 MOA, TX	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	133.5   M	350.35  M	L	018000AMSL	09000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR-IFR	200513
MOA US 02310		M	WESTOVER 2 MOA, TX	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	133.5   M	350.35  M	L	018000AMSL	10000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR-IFR	200513
MOA US 02312		M	WHITMORE 1 MOA, CA	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	132.2   M	350.3   M	L	018000AMSL	11000AMSL	MON-FRI 1530-0030Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02314		M	WHITMORE 2 MOA, CA	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	132.2   M	350.3   M	L	018000AMSL	11000AMSL	MON-FRI 1530-0030Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02316		M	WHITMORE 3 MOA, CA	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	132.2   M	350.3   M	L	018000AMSL	11000AMSL	MON-FRI 1530-0030Z++ OT BY NOTAM	VFR-IFR	200505
MOA US 02350		M	YANKEE 1 MOA, NH	KZBW	FAA, BOSTON ARTCC	WGE	WGE	BOSTON CENTER	135.7   M	282.2   M	L	018000AMSL	09000AMSL	SR-SS OT BY NOTAM	VFR-IFR	200509
MOA US 02352		M	YANKEE 2 MOA, NH	KZBW	FAA, BOSTON ARTCC	WGE	WGE	BOSTON CENTER	135.7   M	282.2   M	L	008999AMSL	00100AGL	SR-SS OT BY NOTAM	VFR-IFR	200509
MOA US 02354		M	YUKON 1 MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	00100AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02356		M	YUKON 1 MOA, AK (XA)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	02001AGL	15 APR-15 SEP MON-FRI 1700-0300Z++ OT	VFR-IFR	200505
MOA US 02358		M	YUKON 1 MOA, AK (XB)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	01501AGL	1 MAY-30 SEP MON-FRI 1700-0300Z++ OT	VFR-IFR	200505
MOA US 02360		M	YUKON 1 MOA, AK (XC)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	05001AMSL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02362		M	YUKON 2 MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	00100AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02364		M	YUKON 2 MOA, AK (XA)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	02001AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02366		M	YUKON 2 MOA, AK (XB)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	01501AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02368		M	YUKON 2 MOA, AK (XCA)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	02001AGL	15 APR-15 SEP MON-FRI 1700-0300Z++ OT	VFR-IFR	200505
MOA US 02370		M	YUKON 2 MOA, AK (XCB)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	02001AGL	15 APR-15 SEP MON-FRI 1700-0300Z++ OT	VFR-IFR	200505
MOA US 02372		M	YUKON 2 MOA, AK (XD)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	01501AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02374		M	YUKON 2 MOA, AK (XE)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	133.1   M	285.4   M	L	018000AMSL	01501AGL	MON-FRI 1700-0300Z++ OT BTN	VFR-IFR	200505
MOA US 02376		M	YUKON 3 HIGH MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	135.3   M	322.5   M	L	018000AMSL	10000AMSL	MON-FRI 1900-2400Z++ OT BTN	VFR-IFR	200505
MOA US 02378		M	YUKON 3A LOW MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	135.3   M	322.5   M	L	009999AMSL	00100AGL	MON-FRI 1900-2400Z++ AND 2230-2400Z++	VFR-IFR	200407
MOA US 02380		M	YUKON 3A LOW MOA, AK (XA)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	135.3   M	322.5   M	L	009999AMSL	02001AGL	15 APR-15 SEP MON-FRI 1900-2400Z++	VFR-IFR	200407
MOA US 02382		M	YUKON 3B MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	135.3   M	322.5   M	L	018000AMSL	02000AGL	CTC FSS OR USAF SUAIS	VFR-IFR	200505
MOA US 02384		M	YUKON 4  MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	132.7   M	381.6   M	L	018000AMSL	00100AGL	MON-FRI 1900-2400Z++ OT BTN	VFR-IFR	200505
MOA US 02386		M	YUKON 4  MOA, AK (XA)	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	132.7   M	381.6   M	L	018000AMSL	02001AGL	15 APR-15 SEP MON-FRI 1900-2400Z++	VFR-IFR	200505
MOA US 02388		M	YUKON 5 MOA, AK	PAZA	FAA, ANCHORAGE ARTCC	WGE	WGE	ANCHORAGE CENTER	132.7   M	381.6   M	L	018000AMSL	05000AGL	CTC FSS	VFR-IFR	200505
MOA US 02390		M	JPG A MOA (A), IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	005999AMSL	00500AGL	1300-0400Z++ OT BY NOTAM	VFR	200608
MOA US 02391		M	JPG A MOA (B), IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	005999AMSL	04000AMSL	1300-0400Z++ OT BY NOTAM	VFR	200608
MOA US 02392		M	JPG B MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	018000AMSL	06000AMSL	1300-0400Z++, OT BY NOTAM	VFR	200608
MOA US 02393		M	JPG C MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	018000AMSL	06000AMSL	1300-0400Z++, OT BY NOTAM	VFR	200608
MOA US 02394		M	JPG D MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	004000AMSL	00500AGL	1300-0400Z++, OT BY NOTAM	VFR	200608
MOA US 02395		M	RACER A MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	004000AMSL	00500AGL	NOT ACTVT 0300-1300Z++	VFR	200608
MOA US 02396		M	RACER B MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	008000AMSL	04000AMSL	NOT ACTVT 0300-1200Z++	VFR	200608
MOA US 02397		M	RACER C MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	018000AMSL	00500AGL	NOT ACTVT 0300-1200Z++	VFR	200608
MOA US 02398		M	RACER D MOA, IN	KZID	FAA, INDIANAOPLIS ARTCC	WGE	WGE	INDIANAOPLIS CNTR	124.775 M	269.45  M	L	018000AMSL	14000AMSL		VFR	200608
MOA US 02400		M	COASTAL 1 EAST MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	120.85  M	322.5   M	L	018000AMSL	00300AGL		VFR	200608
MOA US 02405		M	COASTAL 1 WEST MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	00300AGL		VFR	200608
MOA US 02406		M	COASTAL 2 MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	00300AGL		VFR	200608
MOA US 02407		M	COASTAL 4 MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	14000AMSL		VFR	200608
MOA US 02408		M	COASTAL 5 MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	00300AGL		VFR	200608
MOA US 02410		M	COASTAL 6 MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	10001AMSL		VFR	200608
MOA US 02411		M	COASTAL 7 MOA, GA	KZJX	FAA, JACKSONVILLE CNTR	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	10001AMSL		VFR	200608
MOA US 02412		M	COASTAL 8 MOA, GA	KZJX	FAA, JACKSONVILLE ARTCC	WGE	WGE	JACKSONVILLE CNTR	126.75  M	277.4   M	L	018000AMSL	11000AMSL		VFR	200608
MOA US 02413		M	VANCE 1C MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CNTR	128.3   M	291.7   M	L	018000AMSL	10000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR	200608
MOA US 02414		M	VANCE 1D MOA, OK	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CNTR	128.3   M	291.7   M	L	018000AMSL	10000AMSL	MON-FRI 1 HR PRIOR SR-1 HR AFTER SS	VFR	200608
MPD21		D	CERRO SANTA ROSA	MPZL	PANAMA ACC	WGE	WGE	ACC	133.3   M	133.0   M	L	005000AMSL	GND	SR-SS	VFR-IFR	200603
MPD22		D	CERRO ALTOS DE LA MINA	MPZL	PANAMA  ACC	WGE	WGE	ACC	133.3   M	133.0   M	L	005000AMSL	GND	SR-SS	VFR-IFR	200603
MPP1		P	CERRO ANCON AND REPUBLIC PRESIDENCY	MPZL	PANAMA APP	WGE	WGE	APP	119.7   M	121.2   M	L	005000AMSL	SURFACE	CONT	VFR-IFR	200603
MPP2		P	BUENA VENTURA	MPZL	PANAMA  APP	WGE	WGE	APP	119.7   M	121.2   M	L	003000AMSL	SURFACE	CONT	VFR-IFR	200603
