BDRY_IDENT	TYPE	NAME	ICAO	CON_AUTH	LOC_HDATUM	WGS_DATUM	COMM_NAME	COMM_FREQ1	COMM_FREQ2	CLASS	CLASS_EXC	CLASS_EX_RMK	LEVEL	UPPER_ALT	LOWER_ALT	RNP	CYCLE_DATE
LF00318	07	LORIENT LANN-BIHOUE S/CTLZ PART 3	LFRH	TWR	WGE	WGE	TWR	122.7   M	386.725 M	D			L	003000AMSL	01000AMSL	050	200601
LF00323	11	PERPIGNAN TCA PART 1	LFPO	MARSEILLE ACC	WGE	WGE	APP	120.75  M		D			L	002500AMSL	01000AGL	050	200410
LF00326	06	IROISE CTA	LFRR	BREST CON	WGE	WGE	BREST CON	125.5   M		D	Y	CLASS E BELOW FL115.	L	FL195	02500AMSL	050	200603
LF00327	06	IROISE S/CTA PART 1	LFRJ	LANDIVISIAU APP	WGE	WGE	LANDI APP	122.4   M	339.3   M	D	Y	CLASS E FL115/1500AMSL WHEN LANDIVISIAU APP IS CLSD.	L	FL195	01500AMSL	050	200603
LF00328	06	IROISE S/CTA PART 2	LFRL	LANVEOC APP	WGE	WGE	LANVEOC APP	120.6   M	339.450 M	D	Y	CLASS E WHEN LANVEOC AND LANDI APP IS CLOSED.	L	FL65	01500AMSL	050	200601
LF00329	06	IROISE S/CTA PART 3	LFRJ	LANDIVISIAU APP	WGE	WGE	LANDI APP	122.4   M	339.3   M	D			L	FL195	02500AMSL	050	200601
LF00337	06	LORIENT S/CTA PART 1	LFRH	APP	WGE	WGE	APP	123.0   M	339.875 M	D			L	FL195	03000AMSL	050	200601
LF00338	06	CREIL S/CTA PART 1	LFPC	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M		D			L	FL195	FL125	050	200411
LF00339	06	CREIL S/CTA PART 2	LFPC	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M		D			L	FL195	FL55	050	200411
LF00340	06	CREIL S/CTA PART 3	LFPC	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M		D			L	FL195	FL125	050	200411
LF00341	06	LORIENT S/CTA PART 2	LFRH	APP	WGE	WGE	APP	123.0   M	339.875 M	D			L	FL195	03000AMSL	050	200603
LF00342	06	LORIENT S/CTA PART 3	LFRH	APP	WGE	WGE	APP	123.0   M	339.875 M	D			L	FL195	FL115	050	200603
LF00343	06	METZ FRESCATY S/CTA PART 1	LFSF	METZ APP	WGE	WGE	APP	125.9   M	242.4   M	D			L	FL115	03000AMSL	050	200603
LF00344	06	METZ FRESCATY S/CTA PART 3	LFSF	METZ APP	WGE	WGE	APP	125.9   M	242.4   M	D	Y	CLASS E BLW FL115.	L	FL195	FL55	050	200601
LF00345	06	ORLEANS BRICY S/CTA PART 1	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL65	01500AMSL	050	200504
LF00346	06	REIMS CHAMPAGNE S/CTA PART 1	LFSR	REIMS APP	WGE	WGE	APP	119.8   M	284.825 M	D			L	FL55	01300AMSL	050	200601
LF00347	06	REIMS CHAMPAGNE S/CTA PART 2	LFSR	REIMS APP	WGE	WGE	APP	119.8   M	284.825 M	D			L	FL55	03000AMSL	050	200601
LF00350	11	DEAUVILLE TCA PART 3	LFRG	DEAUVILLE APP/RADAR	WGE	WGE	APP	120.35  M		E	Y	CLASS E 0400-2100Z M-F, 0400-1800ZSAT, 0600-2030Z SUN,0600-1800Z HOL, OT CLASS G	L	FL45	01500AMSL	050	200410
LF00357	07	EVREUX S/CTLZ PART 1	LFOE	EVREUX APP	WGE	WGE	APP	118.125 M	375.075 M	D			L	001500AMSL	SURFACE	050	200601
LF00358	07	EVREUX S/CTLZ PART 2	LFOE	EVREUX APP	WGE	WGE	APP	118.125 M	375.075 M	D			L	004500AMSL	01500AMSL	050	200601
LF00359	07	METZ FRESCATY S/CTLZ	LFSF	METZ APP/TWR	WGE	WGE	APP	125.9   M	242.4   M	D			L	002000AMSL	SURFACE	050	200601
LF00360	07	REIMS CHAMPAGNE S/CTLZ	LFSR	REIMS APP/TWR	WGE	WGE	APP	119.8   M	284.825 M	D	Y	EXCLUDES LFR114C WHEN ACTIVE.	L	001300AMSL	SURFACE	050	200601
LF00361	06	ORLEANS BRICY S/CTA PART 2	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL115	FL65	050	200504
LF00363	06	ORLEANS BRICY S/CTA PART 3	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL145	FL115	050	200504
LF00365	06	ORLEANS BRICY S/CTA PART 4	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL195	FL145	050	200504
LF00367	07	PAU-PYRENEES CTLZ	LFBP	PAU APP	WGE	WGE	APP	120.6   M	121.175 M	D			L	002500AMSL	SURFACE	050	200410
LF00368	06	ORLEANS BRICY S/CTA PART 5	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL65	03500AMSL	050	200504
LF00369	06	ORLEANS BRICY S/CTA PART 6	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL115	04500AMSL	050	200504
LF00370	06	ORLEANS BRICY S/CTA PART 7	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL55	01500AMSL	050	200504
LF00371	11	RENNES TCA PART 4	LFRN	RENNES APP	WGE	WGE	APP	124.9   M		D			L	FL115	02500AMSL	050	200505
LF00372	11	RENNES TCA PART 5	LFRR	BREST ACC	WGE	WGE	CON	125.5   M		E			L	FL115	02500AMSL	050	200504
LF00374	07	SEINE CTLZ PART 1	LFPM	SEINE APP	WGE	WGE	APP	118.05  M		D			L	003500AMSL	01500AMSL	050	200410
LF00375	07	SEINE CTLZ PART 2	LFPM	SEINE APP	WGE	WGE	APP	118.05  M		E			L	003500AMSL	01500AMSL	050	200410
LF00378	06	ORLEANS BRICY S/CTA PART 8	LFOJ	BRICY APP	WGE	WGE	APP	122.7   M		D			L	FL55	03500AMSL	050	200504
LF00388	11	POITIERS TCA PART 1	LFBI	BORDEAUX ACC	WGE	WGE	APP	130.9   M	118.5   M	E			L	FL105	02500AMSL	050	200410
LF00389	11	POITIERS TCA PART 2	LFBI	BORDEAUX ACC	WGE	WGE	APP	130.9   M	118.5   M	E			L	FL105	03500AMSL	050	200410
LF00390	11	POITIERS TCA PART 3	LFBI	BORDEAUX ACC	WGE	WGE	APP	130.9   M	118.5   M	E			L	FL65	03500AMSL	050	200410
LF00394	11	BIARRITZ TCA PART 1	LFBB	BIARRITZ APP	WGE	WGE	APP	125.6   M	118.7   M	D			L	002500AMSL	01500AMSL	050	200410
LF00396	11	NANTES TCA PART 1	LFRS	NANTES APP	WGE	WGE	APP	129.875 M		D			L	002500AMSL	01500AMSL	050	200410
LF00403	07	MERVILLE CALONNE CTLZ	LFQT	MERVILLE TWR	WGE	WGE	TWR	119.075 M		D	Y	CLASS G OUTSIDE AIRPORT HOURS.	L	001500AMSL	SURFACE	050	200504
LF00405	11	PYRENEES TCA PART 1	LFBT	APP	WGE	WGE	APP	121.175 M		D			L	FL115	02500AMSL	050	200504
LF00406	11	TOULOUSE TCA PART 4-1	LFBO	TOULOUSE APP	WGE	WGE	APP	125.175 M	129.3   M	E			L	003000AMSL	01500AGL	050	200410
LF00408	11	ROUEN TCA PART 1	LFOP	ROUEN APP	WGE	WGE	APP	118.575 M		E	Y	CLASS E 0500-2100Z++MON-FRI; 0500-1800Z++ SAT; 0800-2100Z++ SUN. OT CLASS G	L	FL55	02000AMSL	050	200603
LF00409	11	ROUEN TCA PART 2	LFOP	ROUEN APP	WGE	WGE	APP	118.575 M		E	Y	CLASS E 0500-2100Z++MON-FRI; 0830-1100,1300-1800Z++ SAT,SUN,HOL. OT CLASS G	L	FL55	03500AMSL	050	200603
LF00410	11	BIARRITZ TCA PART 3	LFBZ	BIARRITZ APP	WGE	WGE	APP	125.6   M	118.7   M	D			L	FL115	04500AMSL	050	200411
LF00411	11	BIARRITZ TCA PART 4	LFBZ	BIARRITZ APP	WGE	WGE	APP	125.6   M	118.7   M	D	Y	CLASS E BLW FL65.	L	FL115	04500AMSL	050	200410
LF00412	11	BIARRITZ TCA PART 5	LFBZ	BIARRITZ APP	WGE	WGE	APP	125.6   M	118.7   M	E			L	FL115	01000AGL	050	200410
LF00413	11	TOULOUSE TCA PART 4-2	LFBO	TOULOUSE APP	WGE	WGE	APP	125.175 M	129.3   M	E			L	004000AMSL	01500AGL	050	200410
LF00414	07	BASTIA PORETTA CTLZ	LFKB	BASTIA APP	WGE	WGE	APP	127.25  M		D			L	001500AMSL	SURFACE	050	200410
LF00415	11	BEAUVAIS TCA PART 1	LFOB	BEAUVAIS APP	WGE	WGE	APP	119.9   M	121.4   M	D	Y	LOWER LIMIT 2000 AGL WHEN LFR53B ACTIVE.	L	003500AMSL	01500AMSL	050	200410
LF00416	11	BEAUVAIS TCA PART 2	LFOB	BEAUVAIS APP	WGE	WGE	APP	119.9   M	121.4   M	D	Y	LOWER LIMIT 2000 AGL WHEN LFR53B ACTIVE.	L	FL55	01500AMSL	050	200410
LF00417	11	BEAUVAIS TCA PART 3	LFOB	BEAUVAIS APP	WGE	WGE	APP	119.9   M	121.4   M	D	Y	LOWER LIMIT 2000 AGL WHEN LFR53B ACTIVE.	L	FL55	02500AMSL	050	200410
LF00418	11	BEAUVAIS TCA PART 4	LFOB	BEAUVAIS APP	WGE	WGE	APP	119.9   M	121.4   M	D	Y	INACTIVE WHEN CREIL CTLZ IS ACTIVE.	L	002500AMSL	01300AMSL	050	200410
LF00444	11	TOULOUSE TCA PART 4-3	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	E			L	FL65	01500AGL	050	200410
LF00445	11	TOULOUSE TCA PART 4-4	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	E			L	FL65	02000AMSL	050	200511
LF00446	11	TOULOUSE TCA PART 4-5	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	E			L	FL115	03500AMSL	050	200511
LF00455	07	ST NAZAIRE CTLZ	LFRZ	ST NAZAIRE TWR	WGE	WGE	TWR	118.95  M		E			L	001500AMSL	SURFACE	050	200410
LF00459	11	STRASBOURG ENTZHEIM TCA PART 1	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		D	Y	EXCLUDES ACTIVE SUAS LFR-122, LFD-526.	L	FL145	02500AMSL	050	200603
LF00460	11	STRASBOURG ENTZHEIM TCA PART 1.1	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		D			L	FL60	02500AMSL	050	200604
LF00461	11	STRASBOURG ENTZHEIM TCA PART 2.1	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		D	Y	EXCLUDES ACTIVE SUAS LFR-122.	L	FL145	05000AMSL	050	200603
LF00462	11	STRASBOURG ENTZHEIM TCA PART 2.2	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		D			L	005000AMSL	04500AMSL	050	200603
LF00463	11	STRASBOURG ENTZHEIM TCA PART 3	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D	Y	EXCLUDES ACTIVE SUAS LFR-122, LFR-150A,B.	L	FL145	06500AMSL	050	200603
LF00464	11	STRASBOURG ENTZHEIM TCA PART 4	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D	Y	EXCLUDES ACTIVE SUAS LFR-122, LFR-150D2.	L	FL145	FL85	050	200603
LF00465	11	STRASBOURG ENTZHEIM TCA PART 5	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D			L	FL145	06500AMSL	050	200603
LF00466	11	STRASBOURG ENTZHEIM TCA PART 8	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D	Y	CLASS E BELOW 6000 FT MSL. EXCLUDES ACTIVE SUAS LFR-122.	L	FL145	02500AMSL	050	200603
LF00467	11	STRASBOURG ENTZHEIM TCA PART 9	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D	Y	CLASS E BLW FL115. EXCLD SPECIAL USE AIRSPACE. LOW LIMIT FL75 ABV SARRE TCA.	L	FL145	06500AMSL	050	200603
LF00471	06	NANCY S/CTA PART 1	LFSO	LORRAINE APP	WGE	WGE	LORRAINE APP	127.25  M		D	Y	CLASS G WEEKENDS, CLASS E WEEKDAYS WHEN NANCY OCHEY ARPT CLOSED.	L	FL75	02500AMSL	050	200609
LF00472	06	NANCY S/CTA PART 2	LFSO	LORRAINE APP	WGE	WGE	LORRAINE APP	127.25  M		E	Y	CLASS G SAT SR-30 TO SUN SS+30 AND HOL BETWEEN SR-30 AND  SS+30	L	FL75	02500AMSL	050	200609
LF00473	06	NANCY S/CTA PART 3	LFSO	LORRAINE APP	WGE	WGE	LORRAINE APP	127.25  M		D			L	FL195	FL55	050	200609
LF00474	06	NANCY S/CTA PART 1-1	LFSO	LORRAINE APP	WGE	WGE	LORRAINE APP	127.25  M		D	Y	CLASS G WEEKENDS, CLASS E WEEKDAYS WHEN NANCY OCHEY ARPT CLOSED.	L	FL75	04000AMSL	050	200609
LF00475	06	NANCY S/CTA PART 1-2	LFSO	LORRAINE APP	WGE	WGE	LORRAINE APP	127.25  M		D	Y	CLASS G WEEKENDS, CLASS E WEEKDAYS WHEN NANCY OCHEY ARPT CLOSED.	L	FL75	05000AMSL	050	200609
LF00481	07	STRASBOURG ENTZHEIM CTLZ PART 1	LFST	STRASBOURG APP	WGE	WGE	APP	126.875 M		D			L	002500AMSL	SURFACE	050	200603
LF00482	07	STRASBOURG ENTZHEIM CTLZ STUTTGART	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D			L	002500AMSL	SURFACE	050	200603
LF00483	07	STRASBOURG ENTZHEIM CTLZ PART 2	LFST	STRASBOURG APP	WGE	WGE	APP	119.45  M	120.7   M	D			L	005000AMSL	SURFACE	050	200410
LF00500	11	NICE TCA PART 1	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS C BLW FL115.	L	FL195	03500AMSL	050	200504
LF00501	11	NICE TCA PART 2	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL115	01500AMSL	050	200504
LF00502	11	NICE TCA PART 3	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS E BLW 3500 AMSL.	L	FL195	02000AMSL	050	200504
LF00503	11	NICE TCA PART 4	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS C BLW FL115.	L	FL195	02500AMSL	050	200504
LF00504	11	NICE TCA PART 5	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS C BLW FL115.	L	FL195	03500AMSL	050	200504
LF00505	11	NICE TCA PART 6	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS C BLW FL115.	L	FL195	FL55	050	200504
LF00506	11	NICE TCA PART 7	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL195	FL85	050	200504
LF00507	11	NICE TCA PART 8	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL195	FL75	050	200504
LF00508	11	NICE TCA PART 9	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL195	FL65	050	200504
LF00509	11	NICE TCA PART 10	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D	Y	CLASS E BLW FL95.	L	FL195	01000AGL	050	200504
LF00510	11	NICE TCA PART 11	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL195	01000AGL	050	200504
LF00511	11	NICE TCA PART 12	LFMM	NICE APP	WGE	WGE	APP	124.175 M		D			L	FL195	03300AGL	050	200504
LF00550	06	COGNAC S/CTA	LFBG	APP	WGE	WGE	APP	122.55  M	142.45  M	D			L	FL65	01500AMSL	050	200511
LF00588	06	TOURS S/CTA PART 1	LFOT	TOURS APP	WGE	WGE	APP	142.45  M		D			L	FL125	03500AMSL	050	200411
LF00590	06	TOURS S/CTA PART 2	LFOT	TOURS APP	WGE	WGE	APP	142.45  M		D			L	FL145	03500AMSL	050	200411
LF00777	07	ORLEANS BRICY S/CTLZ	LFOJ	BRICY APP	WGE	WGE	BRICY APP	122.7   M	373.575 M	D			L	001500AMSL	SURFACE	050	200601
LF00901	07	CHATEAUROUX DEOLS CTLZ	LFFF	CHATEAUROUX TWR	WGE	WGE	TWR	125.875 M	133.8   M	D			L	002500AMSL	SURFACE	050	200603
LF00902	06	EVREUX S/CTA	LFOE	EVREUX APP	WGE	WGE	APP	118.125 M	375.075 M	E			L	FL45	02500AMSL	050	200601
LF00904	07	CHATEAUDUN S/CTLZ	LFOC	CHATEAUDUN TWR	WGE	WGE	TWR	125.625 M	342.175 M	D			L	002500AMSL	SURFACE	050	200601
LF00905	11	PYRENEES TCA PART 3	LFBT	APP	WGE	WGE	APP	121.175 M		D	Y	CLASS E BLW 4500 AMSL.	L	FL115	02500AMSL	050	200504
LF00906	11	PYRENEES TCA PART 4	LFBT	APP	WGE	WGE	APP	121.175 M		D	Y	CLASS E BLW 4500 AMSL.	L	FL115	02500AMSL	050	200504
LF00908	07	COGNAC S/CTLZ PART 1	LFBG	APP	WGE	WGE	APP	142.45  M	122.1   M	D			L	001500AMSL	SURFACE	050	200511
LF00909	11	PYRENEES TCA PART 5	LFBT	APP	WGE	WGE	APP	121.175 M		D	Y	CLASS E BLW FL75.	L	FL115	02500AMSL	050	200504
LF00910	11	PYRENEES TCA PART 6	LFBT	APP	WGE	WGE	APP	121.175 M		D			L	FL115	FL75	050	200504
LF00911	11	PYRENEES TCA PART 7	LFBT	APP	WGE	WGE	APP	121.175 M		D			L	FL115	FL75	050	200504
LF00917	06	METZ FRESCATY S/CTA PART 2	LFSF	METZ APP	WGE	WGE	APP	125.9   M	242.4   M	D			L	FL195	FL115	050	200601
LF00918	06	METZ FRESCATY S/CTA PART 4	LFSF	METZ APP	WGE	WGE	APP	125.9   M	242.4   M	D			L	FL75	03800AMSL	050	200601
LF00919	06	METZ FRESCATY S/CTA PART 5	LFSF	METZ APP	WGE	WGE	APP	125.9   M	242.4   M	D			L	FL75	04000AMSL	050	200601
LF01000	06	AVORD S/CTA PART 1	LFOA	AVORD APP	WGE	WGE	APP	119.7   M	233.0   M	D			L	FL65	02100AMSL	050	200601
LF01001	06	AVORD S/CTA PART 2	LFOA	AVORD APP	WGE	WGE	APP	119.7   M	233.0   M	E			L	FL65	03000AMSL	050	200601
LF01002	07	AVORD S/CTLZ	LFOA	AVORD APP	WGE	WGE	APP	118.975 M	233.525 M	D			L	002100AMSL	SURFACE	050	200601
LF01011	06	TOULOUSE S/CTA PART 1	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	D			L	FL65	04000AMSL	050	200411
LF01012	06	TOULOUSE S/CTA PART 2	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	D			L	FL65	04000AMSL	050	200411
LF01013	06	TOULOUSE S/CTA PART 3	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	D			L	FL115	FL65	050	200411
LF01014	06	TOULOUSE S/CTA PART 4	LFBO	TOULOUSE APP	WGE	WGE	APP	122.9   M	129.3   M	D			L	FL195	FL115	050	200411
LF01015	06	TOULOUSE S/CTA PART 5	LFBO	TOULOUSE APP	WGE	WGE	APP	122.9   M	129.3   M	D			L	FL195	FL115	050	200411
LF01070	06	BORDEAUX S/CTA PART 1	LFBD	AQUITAINE APP	WGE	WGE	AQUITAINE APP	118.6   M	119.275 M	D	Y	CLASS E WHEN AQUITAINE TCA PART 5 INACTIVE.	L	FL115	05000AMSL	050	200411
LF09000	11	PARIS TCA PART 1	LFFF	PARIS ACC	WGE	WGE	CON	124.0   M		D	Y	CLASS E BLW FL115.	L	FL195	03500AMSL	050	200410
LF09005	06	PYRENEES LOWER TRAFFIC AREA PART 1	LFBP	FRANCE ACC	WGE	WGE	BORDEAUX CON	129.1   M		E			L	FL195	FL115	050	200410
LF09006	06	PYRENEES LOWER TRAFFIC AREA PART 2	LFBP	FRANCE ACC	WGE	WGE	BORDEAUX CON	129.1   M		E			L	FL195	FL115	050	200410
LF09007	06	PYRENEES LOWER TRAFFIC AREA PART 3	LFBP	FRANCE ACC	WGE	WGE	BORDEAUX CON	129.1   M		E			L	FL195	FL115	050	200410
LF09011	06	FRANCE LTA	LFRR	FRANCE ACC	WGE	WGE	PARIS CON	126.1   M		D	Y	CLASS E IN MOUNTAINOUS AREAS AND ABV OPEN SEA (12NM FROM COAST).	L	FL195	FL115	050	200410
LF09013	07	VATRY CTLZ	LFOK	VATRY TWR	WGE	WGE	TWR	124.2   M		D	Y	CLASS D 0700-1800Z++ MON-SAT. OTHER TIMES CLASS G.	L	002000AMSL	SURFACE	050	200602
LF09014	11	PARIS TCA PART 2	LFPG	PARIS ACC	WGE	WGE	CON	128.875 M	342.5   M	D	Y	CLASS E BLW FL115.	L	FL195	FL65	050	200410
LF09015	11	PARIS TCA PART 3	LFPG	PARIS ACC	WGE	WGE	CON	128.874 M	342.5   M	D	Y	CLASS E BLW FL115.	L	FL195	FL65	050	200410
LF09016	11	PARIS TCA PART 5	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A	Y	CLASS D BLW FL55 WHEN CREIL CTA ACTIVE. CLASS E WHEN CREIL INACTIVE.	L	FL125	03500AMSL	050	200410
LF09017	11	PARIS TCA PART 6	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A	Y	CLASS E BLW FL45.	L	FL125	03500AMSL	050	200410
LF09018	11	PARIS TCA PART 7	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A	Y	CLASS E BLW FL55.	L	FL125	03500AMSL	050	200410
LF09022	11	PARIS TCA PART 8	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	03500AMSL	050	200410
LF09023	11	PARIS TCA PART 8-1	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	FL45	050	200410
LF09024	11	PARIS TCA PART 8-2	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	FL55	050	200410
LF09025	11	PARIS TCA PART 9	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	03500AMSL	050	200410
LF09027	11	PARIS TCA PART 10	LFPO	ORLY APP	WGE	WGE	ORLY APP	124.45  M		A			L	002500AMSL	02000AMSL	050	200410
LF09028	11	PARIS TCA PART 11	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	02500AMSL	050	200410
LF09029	11	PARIS TCA PART 12	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	118.15  M		A			L	FL125	FL55	050	200410
LF09030	11	PARIS TCA PART 13-1	LFPO	PARIS ACC	WGE	WGE	CON	128.1   M	342.5   M	A			L	FL135	FL105	050	200410
LF09031	11	PARIS TCA PART 13-2	LFPO	PARIS ACC	WGE	WGE	CON	128.1   M	342.5   M	A			L	FL105	FL85	050	200410
LF09032	11	PARIS TCA PART 14	LFPO	PARIS ACC	WGE	WGE	CON	125.075 M		A	Y	CLASS E BLW FL85.	L	FL115	FL55	050	200410
LF09033	11	PARIS TCA PART 15	LFPO	PARIS ACC	WGE	WGE	CON	118.725 M	342.5   M	A	Y	CLASS E BLW FL85.	L	FL115	FL55	050	200410
LF09034	11	PARIS TCA PART 15-1	LFPO	PARIS ACC	WGE	WGE	CON	122.575 M	342.5   M	A	Y	CLASS E BLW FL85.	L	FL115	FL55	050	200410
LF09035	11	PARIS TCA PART 15-2	LFPO	PARIS ACC	WGE	WGE	CON	118.725 M	342.5   M	A	Y	CLASS E BLW FL85.	L	FL115	FL55	050	200410
LF09036	11	PARIS TCA PART 16	LFPO	PARIS ACC	WGE	WGE	CON	128.875 M	342.5   M	A	Y	CLASS E BLW FL85.	L	FL115	FL55	050	200410
LF15155	11	SARRE TCA	LFEE	LANGEN RADAR	WGE	WGE	LANGEN RADAR	129.675 M		E			L	FL75	01000AGL	050	200411
LG00001	11	PREVEZA  MTCA	LGPZ	AKTION  APP	WGE	WGE	APP	120.45  M	122.1   M				L	016000AGL	01000AGL	050	200607
LG00002	07	PREVEZA/AKTION  CTLZ	LGPZ	AKTION  APP	WGE	WGE	APP	120.45  M	122.1   M				L	010000AGL	SURFACE	050	200504
LG00005	11	ALEXANDROUPOLIS TCA	LGAL	MAKEDONIA CON	WGE	WGE	CON	132.375 M	300.8   M				L	FL245	01000AGL	050	200607
LG00006	07	ALEXANDROUPOLIS CTLZ	LGAL	ALEXANDROUPOLIS APP	WGE	WGE	APP	123.8   M	257.8   M				L	004000AGL	SURFACE	050	200607
LG00010	07	ALMIROS CTLZ (NEA ANCHIALOS)	LGBL	ALMIROS APP	WGE	WGE	APP	120.35  M	362.3   M				L	005000AGL	SURFACE	050	200607
LG00021	11	ANDRAVIDA MTCA NORTH SCTR	LGGG	ANDRAVIDA APP	WGE	WGE	APP	120.65  M	362.3   M				L	010500AGL	01000AGL	050	200512
LG00022	11	ANDRAVIDA MTCA SOUTH SCTR	LGGG	ANDRAVIDA APP	WGE	WGE	APP	120.65  M	362.3   M				B	UNLTD	01000AGL	050	200512
LG00025	07	ANDRAVIDA CTLZ	LGAD	ANDRAVIDA APP	WGE	WGE	APP	120.65  M	362.3   M				L	005000AGL	SURFACE	050	200504
LG00040	11	CHIOS TCA	LGGG	CHIOS APP	WGE	WGE	APP	124.0   M					L	FL145	01000AGL	050	200607
LG00045	07	CHIOS CTLZ	LGHI	CHIOS APP	WGE	WGE	APP	124.0   M					L	005000AGL	SURFACE	050	200504
LG00050	11	RODOS TCA	LGGG	RODOS APP	WGE	WGE	APP	120.6   M	278.25  M				B	FL460	01000AGL	050	200607
LG00051	07	RODOS / DIAGORAS CTLZ	LGRD	RODOS APP	WGE	WGE	APP	120.6   M	278.25  M				L	FL100	SURFACE	050	200607
LG00065	07	ELEFSIS CTLZ	LGGG	ATHINAI APP	WGE	WGE	APP	126.575 M	316.9   M				L	003000AGL	GND		200512
LG00070	11	ATHINAI TCA	LGLG	ATHINAI CON	WGE	WGE	APP	134.325 M	297.1   M				B	FL460	01000AGL	050	200607
LG00080	07	ELEFTHERIOS VENIZELOS CTLZ	LGLG	ATHINAI APP	WGE	WGE	APP	126.575 M	316.9   M				L	007500AGL	GND		200512
LG00100	07	IOANNINA CTLZ	LGIO	IONNINA APP	WGE	WGE	APP	118.6   M					L	FL195	SURFACE	050	200504
LG00110	11	IRAKLION TCA NORTH SITIA SCTR	LGIR	IRAKLION APP	WGE	WGE	APP	123.975 M	362.3   M				B	FL125	02000AGL	050	200607
LG00111	11	IRAKLION TCA NORTH IRAKLION SCTR	LGIR	ATHINAI ACC	WGE	WGE	APP	126.125 M	279.150 M				L	FL245	01000AGL	050	200607
LG00112	11	IRAKLION TCA SOUTH SCTR	LGIR	IRAKLION APP	WGE	WGE	APP	123.975 M	362.3   M				L	FL155	05500AGL	050	200607
LG00115	07	IRAKLION CTLZ	LGIR	IRAKLION APP	WGE	WGE	APP	123.975 M	362.3   M				L	FL100	SURFACE	050	200607
LG00130	11	KALAMATA MTCA EAST SCTR	LGKL	KALAMATA APP	WGE	WGE	APP	120.75  M	362.3   M				L	008500AGL	01000AGL	050	200504
LG00135	11	KALAMATA MTCA WEST SCTR	LGKL	KALAMATA APP	WGE	WGE	APP	120.75  M	362.3   M				B	UNLTD	01000AGL	050	200512
LG00139	07	KALAMATA CTLZ	LGKL	KALAMATA APP	WGE	WGE	APP	120.75  M	362.3   M				L	005000AGL	SURFACE	050	200504
LG00145	07	KARPATHOS CTLZ	LGKP	ATHINAI ACC	WGE	WGE	CON	124.625 M	290.6   M				L	007000AGL	SURFACE	050	200512
